Nom,prix,link,marque,Description,modele,couleur,cathegorie
Generic Tondeuse à cheveux sans fil -  avec  écran - Professionnelle,8500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/692301/1.jpg?2674,Generic,"[""Source d'énergie:\xa0USB, Batterie, Électrique"", ""Alimentation d'énergie:\xa0Électrique"", 'Marque nom:\xa0HTC', 'Numéro de Type:\xa0CT-8089', 'Alimentation:\xa0Électrique', 'Type:\xa0Tondeuse électrique à moteur à courant alternatif', 'Lame:\xa0T10 matériau en acier à haute teneur en carbone', 'Puissance:\xa010 W', 'Tension:\xa0110 V60 HZ; 220 V50 HZ', 'Caractéristique:\xa0Forte puissance', 'MOQ:\xa024 pièces']",Tondeuse HTC,N/A,beaute-hygiene-sante
Gillette Pack 1 rasoir + 3 lames + gel de rasage Gillette,890,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/570121/1.jpg?0157,Gillette,"['Type produit : Soin corps', 'Marque : Gillette', 'Nom : Pack Guard 1 rasoir + 3 lames + gel de rasage Gillette', 'Livraison à domicile ou en point relais']",.1,Jumia Mall,beaute-hygiene-sante
MAYANA Savon Mayana anti boutons et taches tout type de peau - 225g,1600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/31895/1.jpg?4685,MAYANA,"['Savon Mayana', 'tout type de peau ( homme et femme)', '-exfoliant', '-clarifiant', '-anti acné']",225,Rouge,beaute-hygiene-sante
Generic Poudre de fenugrec (HOULBA) 500G,3800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/836/1.jpg?7831,Generic,"['Poudre fenugrec', '500g', 'Bio naturel', 'Comestible', 'Sans effets secondaires', 'Très efficace']",500g,Jaune,beaute-hygiene-sante
Cerave - Lait Hydratant - 236 ml,8900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/937811/1.jpg?1996,Cerave,"['Hydratant', 'Restaure\xa0 barrière naturelle', 'Repulpant', 'Unifie le teint', 'Lutte contre la dermatite']",Lait Hydratant - 236 ml,Bleu,beaute-hygiene-sante
La Collection Privée Eau De Parfum Pour Homme Terre De La Lumiere By Uniparco - 30 Ml,1460,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/34406/1.jpg?9856,La Collection Privée,"['COLLECTION PRIVÉE by Uniparco', 'Eau de Parfum pour Homme', 'TERRE DE LA LUMIERE', '30ml', 'Longue durée']",TERRE DE LA LUMIERE,TRANSPARENT,beaute-hygiene-sante
Generic Lot de 2 Ecouteurs Spéciaux - Amplificateurs auditifs - Noir,3315,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/564911/1.jpg?7210,Generic,"['Type : appareil auditif', 'Modèle : JZ-1088F4', 'Gain sonore : 30±5dB', 'Gamme de fréquence : 100~4000Hz', 'Rapport signal sur bruit : ≤45dB', 'Capacité de la batterie : 1,2 V', 'Courant de fonctionnement : ≤ 10 mA', 'Matériel: Gel de silice + ABS + Métal', 'La couleur noire', 'Taille du colis : env. 15.2*11.2*3.8cm5.98*4.41*1.49in', 'Poids du colis : env. 106g3.74oz']",aide auditive,noir,beaute-hygiene-sante
"Generic HYDRATANT ACTIVATEUR DE BOUCLES SANS DRIP POUR BOUCLES, ONDULATIONS ET CHEVEUX NATURELS",2800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/656121/1.jpg?5538,Generic,"['Type de produit : Hydratant activateur de boucles', 'Poids : 0,390 kg', 'Mousse légère', 'Adaptée à tous types de cheveux', 'Pour une coiffure parfaite', 'Qualité garantie']",0.39,Blanche,beaute-hygiene-sante
Generic Kit dentaire  Blanchiment dent  - WHITE LIGHT - Bleue,2750,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/27439/1.jpg?1715,Generic,"['Indolore et rapide', '1 gouttières thermos\xa0formables', '2 tubes de gel 40 g\xa0de Aramide\xa0Peroxyde\xa0Gel système\xa0Lampe UV , diffuseur de lumière.', 'NB : (*) la composition du gel inclus', 'facile à utilisé']",kit dentaire,N/A,beaute-hygiene-sante
Kiki Tondeuse kiki électrique Rechargeable - LCD,10500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/113401/1.jpg?2753,Kiki,"['Boîtier ABS + lame inox.', 'Batterie au Lithium: 2000 MAh.', 'Charge complète de 3 à 4 heures pour une utilisation de 3 à 4 heures.', 'ÉCRAN LCD.', 'Accessoires: 4 peignes de guidage, brosse de nettoyage et adaptateur.']",Plus,Noir,beaute-hygiene-sante
Generic Masque Moto anti-poussière - cagoule - Noir,3090,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/31035/1.jpg?7511,Generic,"['Matériau: nylon et spandex de haute qualité, matériau léger.', 'Taille: 11,8 * 5,9 pouces.', 'Poids: 80g', '100% neuf et haute qualité.', 'Fabriqué en nylon et spandex de haute qualité, matériau léger, texture douce, séchage rapide, respirant et confortable.', 'Lavable et remplaçable, peut être utilisé à plusieurs reprises.', 'Bride réglable et pince-nez adaptée à la taille de la plupart des gens. Peut être ajusté pour répondre à la plupart des types de têtes.', ""Une nouvelle conception de contour d'oreille empêche le masque de glisser."", 'Très léger']","11,8 * 5,9 pouces",Noir,beaute-hygiene-sante
Wokali Masque noir wokali white Black Mask Collagène & Charbon -,1500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/24565/1.jpg?7676,Wokali,"['Masque visage hydratant anti-rides', 'Masque Noir  Masque De Charbon', 'Blackhead Remover Pack visage', 'Pack visage tête blanche', 'Nettoyer la peau', 'Volume:120']",masque noir,noir,beaute-hygiene-sante
Generic Correcteur De Posture - Support Lombaire Pour Dos,4000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/351121/1.jpg?1117,Generic,"['Type de produit : Correcteur De Posture', 'Support Lombaire Pour Dos', 'Matériau\u202f: néoprène', 'Couleur Noir', 'Dimensions partie inférieure (vie) ouverte\u202f: 90\xa0cm non étendue', 'Taille L- XL - XXL']",Back Massagers,noir,beaute-hygiene-sante
"SEXTOYS Vibromasseur à Point G Et Stimulateur Clitorique Sans Fil Pour Femmes, Télécommande Appliquée - Noir",8680,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/860121/1.jpg?3223,SEXTOYS,"['Matériel: Silicone.', 'Couleur: Noir', 'Alimentation: batterie intégrée, rechargeable par USB', 'Appuyez longuement sur le bouton marchearrêt, prenez 3 secondes pour ouvrir ou fermer. Après la charge, on peut continuer à travailler 1 heure.']",Vibromasseur de Point G et Stimulateur du Clitoris Sans Fil,Noir,beaute-hygiene-sante
"Aolikes Gaine de protection et soutien pour genou, ajustable",4500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/94899/1.jpg?7833,Aolikes,"['Spécifications:', 'Marque: Generic', 'Matériau: Nylon, Spandex, Latex', 'Couleur: aléatoire', 'S...\xa0\xa0Largeur supérieure 15.5 cm, largeur inférieure 13.5 cm, longueur 26 cm', 'Circonférence de jambe recommandée 30-35 cm, costume pour le poids 45-60 KG', 'M...Largeur supérieure 16 cm, largeur inférieure 14 cm, longueur 26 cm', 'Circonférence de jambe recommandée 35-42 cm,Costume pour poids 60-75 KG', 'L...Largeur supérieure 17.5 cm, largeur inférieure 15.5 cm, longueur 27 cm', 'Circonférence de jambe recommandée 42-52 cm,Combinaison pour poids 75-90 KG', 'XL...Largeur supérieure 18.5 cm, largeur inférieure 16.5 cm, longueur 27 cm', 'Circonférence de jambe recommandée 52-57 cm,Costume pour poids 90-105 KG']",Generic,N/B,beaute-hygiene-sante
Kitty Eau De Cologne Hello Kitty 250 Ml Bleu,590,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/148911/1.jpg?5371,Kitty,"['Type de produit :\xa0Eau De Cologne Hello Kitty 250 Ml Bleu', 'Marque :\xa0Kitty', 'Capacité : 250 Ml', 'Quantité : 1', 'Bonne Senteur', 'Durable']",1,Multicolore,beaute-hygiene-sante
Generic Brosse A Dents Electrique - 4 Brosses - Bleu,2583,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/420911/1.jpg?9790,Generic,"['Type de produit : Brosse A Dents Electrique', 'Quantité : 4 Brosses', 'Haute Qualité']",BR-E2 BLUE,Bleu,beaute-hygiene-sante
Generic Lunette Photogray Femme - MKBXI Beige,7900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/876121/1.jpg?7952,Generic,"['Résistant', 'Effet déperlant', 'Vision claire', 'Vision sure la nuit', 'Confortable']",MKBXI Beige,beige,beaute-hygiene-sante
GLORIA PERFUMES Eau De Parfum Femme - Poison Hypnotique - No.283 - Oriental - 55ml,4890,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/928911/1.jpg?6211,GLORIA PERFUMES,"['Type de produit :\xa0Eau De Parfum Femme - Poison Hypnotique - No.283 – Oriental', 'Gamme : Woman Collection', 'Marque : GLORIA PERFUMES', 'Capacité : 55ML', 'Quantité : 1', 'Bonne Odeur']",Woman Collection,Multicolore,beaute-hygiene-sante
Generic Developpe Sex masculin efficace - Créme miracle - 50 ml,2150,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/043401/1.jpg?0635,Generic,"['Développe Sex', 'Crème miracle', '50 ml', 'Un sexe plus gros en longueur et en largeur.', 'Une érection plus forte et plus dure.', 'Pas de perte de sensations.', 'Améliore vos performances sexuelles.', 'Une confiance retrouvée pour pas cher']",D,Blanc,beaute-hygiene-sante
Pharma Care Savon Pharmacare Antibacterien Fresh 200 G,600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/34406/1.jpg?9857,Pharma Care,"['Savon antibactérien', 'Protège et nettoie efficacement votre peau grâce à son action antibactérienne', 'Garantit l’hygiène et la fraicheur pour toute la famille', 'Elimine les mauvaises odeurs et sécurise la peau contre les infections cutanées', 'à base de\xa0plantes naturelles']",FRESH,BLANC,beaute-hygiene-sante
Kiss Préservatifs Gold Ice On Fire x3,650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/22389/1.jpg?7382,Kiss,"['Type Produit : Adultes', 'Marque : Kiss', 'Nom : Préservatifs Gold Ice On Fire', 'Livraison à domicile ou en point relais']",1,Jumia Mall/Food,beaute-hygiene-sante
Generic 4 en 1 Hommes Rasoir Tondeuse À Cheveux Tondeuse Rechargeable Rasoir Remover Visage Brosse,6590,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/814001/1.jpg?9438,Generic,"['Outil électrique multifonction quatre en un', 'Pour raser la barbe, les favoris, les poils du nez et nettoyer le visage', 'répondre à vos différents besoins', 'Conception ergonomique pour plus de confort', 'Utilisation humide et sèche', 'Conception lavable sur tout le corps', 'Voyagez en toute simplicité']",剃须刀四合一 - SN,Bleu,beaute-hygiene-sante
Evoluderm Gel Douche Pluie de Coco - 500ml,2000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/881001/1.jpg?5792,Evoluderm,"[""RÉSULTATS PROUVÉS :Adoucit,assouplit et hydrate la peau 96%\xa0Tonifie l'épiderme :\xa091%\xa0Détoxifie la peau78%"", 'Laisse un délicat parfum sur la peau100%', 'Apporte une sensation de fraîcheur\xa0l’application :\xa087%% satisfaction – 23 sujets – 3 semaines']",500 ml,Blanc,beaute-hygiene-sante
Bacteril Savon Antimicrobien - 200G,560,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/26519/1.jpg?0206,Bacteril,"['Type Produit : Soin Corps', 'Marque : Bacteril', 'Nom : Savon Antimicrobien', 'Contenance : 200G', 'Livraison à domicile ou en point relais']",1,Jumia Mall/Food,beaute-hygiene-sante
Amla Marhaba Amla Hair Oil coco - 160 ml,1900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/50048/1.jpg?3451,Amla,[],0,vert,beaute-hygiene-sante
Pharma Care Lotion Anti-Moustique 150Ml,1090,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/34406/1.jpg?8208,Pharma Care,"['Lait Corporel Anti- moustique', 'PharmaCare', 'Apaise rapidement votre peau', 'Repousse efficacement les moustiques pendant 8 heures', 'Protège et hydrate votre peau en une seule application']",0.1,Blanc - Vert,beaute-hygiene-sante
Generic Soin Points Noirs Visage Crème Anti-Acné Universelle - 30g Bioaqua,1900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/941121/1.jpg?3061,Generic,"[""Instructions d'utilisation:"", ""Étape 1: nettoyez d'abord la peau;"", ""Étape 2: prenez une quantité appropriée et appliquez uniformément sur les marques d'acné et d'acné;"", ""Étape 3: massez doucement dans des mouvements circulaires pour aider à l'absorption."", ""Conseils: pour les peaux sensibles, il est recommandé de faire un test d'allergie sur le dos de l'oreille avant d'utiliser le produit.""]",Moisturizers,Blanc,beaute-hygiene-sante
Generic Diffuseur d'arômes - Humidificateur - Distributeur de Senteur - Blanc,3990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/36529/1.jpg?6064,Generic,"['La forme est petite et simple, elle peut être placée dans la voiture, sur le bureau, etc., sans prendre de place', 'Opération simple : appuyez longuement pendant trois secondes pour allumer et éteindre la machine. Appuyez une fois sur le mode continu, deux fois sur le mode intermittent et trois fois sur le mode arrêt.', ""Avec une conception à faible bruit, vous pouvez toujours vous concentrer sur le bureau ou dormir lorsque vous l'utilisez à l'aise"", ""Protection de mise hors tension, lorsque l'eau est épuisée, elle s'éteindra automatiquement."", 'Plusieurs pièces de précision sont composées et intégrées en une seule pour libérer un brouillard micron, hydrater et protéger', ""Vous pouvez ajouter 2 à 3 gouttes d'huiles essentielles dans l'eau pour vous permettre d'absorber l'air apaisant de votre atmosphère préférée, d'améliorer l'humeur et de soulager le stress.""]",香薰机-SN,blanc,beaute-hygiene-sante
Generic Correcteur de posture du dos de la clavicule ajustable,4000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/351121/1.jpg?3261,Generic,"['Type de produit : Correcteur De Posture', 'Support Lombaire Pour Dos', 'Matériau\u202f: néoprène', 'Couleur Noir', 'Dimensions partie inférieure (vie) ouverte\u202f: 90\xa0cm non étendue', 'Taille L- XL - XXL']",Back Massagers,Noir,beaute-hygiene-sante
"Generic Fer à Lisser En Céramique Tourmaline Ionique, Réglage De La Température à Quatre Vitesses, Fer à Friser",6990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/84249/1.jpg?0575,Generic,"['Type: Fer À Lisser', 'Couleur: Noir', 'Prise: EU, lorsque vous passez la commande, veuillez confirmer la prise dont vous avez besoin, eu ne peut pas utiliser la prise américaine', ""Taille :( 28-30cm)x4.5cm11.02 ''x 1.77''"", ""Taille du panneau chauffant: (4.5-4.8)x 10cm1.77 ''x 3.93''"", ""Cordon d'alimentation: 1m"", 'Puissance: 40-60W', 'Tension: US:110V', 'UE: 220V', '50Hz-60Hz (tension globale universelle)', 'Température: 160-220 degrés', 'Régulation de la température: 4 degrés', 'Élément chauffant: Nano céramique PTC']",Straighteners,Noir,beaute-hygiene-sante
Htc Tondeuse Professionnelle Sans Fil - Rechargeable AT 209 - 3W - Bleu,2650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/29849/1.jpg?0168,Htc,"['Type de Produit:\xa0Tondeuse Professionnelle Sans Fil - Rechargeable AT 209 - 3W - Bleu', 'Qualité professionnelle', 'Rechargeable et à batterie interchangeable', 'Tête de coupe en metal', '1 sabots', 'Moteur silencieux et ultra puissant.', '220V, 3W', 'Bruit inferieur à 70dB']",At -209,Bleu,beaute-hygiene-sante
Oud eau de parfum THARA AL OUD- 100ml,10800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/75679/1.jpg?4456,Oud,"['Volume : 100 ml', 'Genre: Unisexe', 'Note de tète : Vanille, Cardamome', 'Note de coeur: Bois de Oud, encens, bois de santal', 'Tenue: Longue durée', 'Provenance: Dubai']",Thara Al Oud i,Noir,beaute-hygiene-sante
Generic Premium Correcteur de posture réglable,3290,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/74953/1.jpg?4126,Generic,"['Type de Produit:\xa0Premium Correcteur de posture réglable', 'Correcteur posture', 'Couleur : Noir', ""s'adapte à tous les types de corps"", 'Il tire fermement les épaules en arrière']",Pm,Noir,beaute-hygiene-sante
Sensodyne Pate Dentifrice Soin Complet Sendodyne - 75 ML,2490,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/53219/1.jpg?9402,Sensodyne,"['Type Produit : Soin Dentaire', 'Marque : Sensodyne', 'Nom : Dentifrice', 'Contenance : 75 ML', 'Livraison à domicile ou en point relais']",1,Jumia Mall,beaute-hygiene-sante
SEXTOYS Dildo - Masseur Réaliste - Marron,10850,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/672401/1.jpg?7257,SEXTOYS,"['Type de produit: Masseur', 'Modèle: Dildo', 'Usage: Masturbation', 'Taille: 24.5cm', 'Matériel: TPR', 'Longueur: 9.7 pouce']",Sex Toys,Couleur chair,beaute-hygiene-sante
Generic Tondeuse Professionnelle Barbe et tête - Rechargeable AT 29C,8990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/14535/1.jpg?4895,Generic,"['Qualité professionnelle', 'Rechargeable et à batterie interchangeable', 'Tête de coupe en metal', '1 sabots', 'Moteur silencieux et ultra puissant.', '220V, 3W', 'Bruit inferieur à 70dB']",AT 129C,Bleu,beaute-hygiene-sante
Generic Tensiomètre électronique,11550,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/51941/1.jpg?6229,Generic,"['Produit\xa0: Tensiomètre électrique', 'Manchette facile (22-42 cm)', 'Détection de rythme cardiaque irrégulier', 'Détection des mouvements du corps', '2 mémoires utilisateur X 60', 'Indicateur de date et heure', 'Mode moyen avancé', 'Technologie\xa0Intelligente']",1,noir blanc,beaute-hygiene-sante
Viga PACK 2 viga spray 500 000,6000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/66089/1.jpg?1953,Viga,"['Erection durable', 'Endurance au lit', 'Plus de plaisir', 'Usage externe', 'désinfection', 'Contre éjaculation précoce']",viga spray 500 000,gris,beaute-hygiene-sante
Generic Brosse wave pour cheveux,1475,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/393101/1.jpg?5171,Generic,"['Poils de sangliers dur', 'Manche en bois solide', 'Ergonomie', 'Parfait pour réaliser des waves hair', 'Poids (kg):\xa00.17']",Brosse,N/A,beaute-hygiene-sante
"SEXTOYS Vibromasseur Pour Femmes, 6 Vitesses, Masseur De Point G,timulation Du Clitoris",5850,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/790121/1.jpg?9910,SEXTOYS,"['Matériau: silicone + ABS', 'Taille: 185*35mm', 'Batterie: 250 mAh', 'Autonomie de la batterie: 45 minutes', 'Temps de charge: charge USB 30 minutes', 'Voix tremblante: moins de 45 dB']",Vibromasseur pour femmes,Blanc,beaute-hygiene-sante
GLORIA PERFUMES Eau De Parfum Homme - Bad Boy - No.295 - Oriental - 55ml,4890,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/928911/1.jpg?6180,GLORIA PERFUMES,"['Type de produit :\xa0Eau De Parfum Homme - Bad Boy - No.295 – Oriental', 'Gamme : Man Collection', 'Marque : GLORIA PERFUMES', 'Capacité : 55ML', 'Quantité : 1', 'Bonne Odeur']",Man Collection,Multicolore,beaute-hygiene-sante
NIVEA NIVEA LAIT DE CORPS 250ML BEURRE DE CACAO,2090,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/583121/1.jpg?3661,NIVEA,"['Type De Produit:\xa0 Soins du corps', 'Marque: Nivea', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,bleu,beaute-hygiene-sante
Generic La Joie Ou La Paix - 500ML,6200,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/45188/1.jpg?2673,Generic,"['Type Produit : Aphrodisiaque', 'Nom : La Joie', 'Contenance : 500ML', 'Quantité : x1', 'Livraison à domicile ou en point relais']",500ML,Blanc,beaute-hygiene-sante
Generic Tondeuse pour Barbe et tête professionnelle  - Rechargeable htc,3500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/64379/1.jpg?4287,Generic,"['Qualité professionnelle', 'Rechargeable et à batterie interchangeable', 'Tête de coupe en metal', '1 sabots', 'Moteur silencieux et ultra puissant.', '220V, 3W', 'Bruit inferieur à 70dB']",HTC,n/a,beaute-hygiene-sante
Viga spray 500 000,3990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/66089/1.jpg?1951,Viga,"['Erection durable', 'Endurance au lit', 'Plus de plaisir', 'Usage externe', 'désinfection', 'Contre éjaculation précoce']",viga spray 500 000,gris,beaute-hygiene-sante
Generic Pousse Cheveux Rapide - Huile de Chébé pur du Tchad - 60 ml,1300,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/30099/1.jpg?9251,Generic,"['Produit: Huile\xa0 de chébé', 'Utilisée par les femmes', 'Augmente la qualité et une longueur de cheveux', 'Favorise la croissance des cheveux et limite la casse', 'Quantité: 30 ml']",0.75,Marron,beaute-hygiene-sante
Generic Cheveux Lisseur Peigne,6200,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/211121/1.jpg?3280,Generic,"['Matériau : Alliage + ABS', 'Couleur : Laiton + Noir', 'Taille du produit : 29,5 x 4,6 x 4,5 cm11,61 x 1,81 x 1,77""', 'Taille de l\'emballage : 390 x 130 x 80 mm15,35 x 5,12 x 3,15""', 'Type de prise : EU']",Hair comb,noir,beaute-hygiene-sante
Garnier ULTRA DOUX HAIR FOOD 3 EN 1 NOURRISSANT BANANE ET KARITE 390ML,3970,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/583121/1.jpg?3947,Garnier,"['Type De Produit: Entretien Cheveux', 'Marque: Garnier', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,Jumia Mall,beaute-hygiene-sante
C&F Parfum Love Me Violet 100 Ml,1100,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/190911/1.jpg?1624,C&F,"['Marque : C&F', 'Gamme : Love Me', 'Nom : Parfum Love Me Violet', 'Contenance : 100 ml', 'Livraison à domicile ou en point relais']",100 ml,Violet,beaute-hygiene-sante
"Generic Masque Anti-acné nettoyant vissage , bâton d'argile purifiante",1891,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/027611/1.jpg?0499,Generic,"['gel hydratant et rafraîchissant', ""contenant 92% d'aloe vera pur"", 'Après avoir nettoyé votre visage, appliquez le gel de stick sur votre visage.', ""Appliquer le gel d'aloès le matin comme crème pour le visage."", ""Appliquer le gel d'aloès le matin comme masque facial.""]",0.2,Vert,beaute-hygiene-sante
La Collection Privée Eau De Parfum Pour Femme Yummy By Uniparco - 30 Ml,1460,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/34406/1.jpg?9854,La Collection Privée,"['COLLECTION PRIVÉE', 'Eau de Parfum pour Femme', 'YUMMY', 'Parfum de poche', 'Contenance 30ml']",YUMMY,TRANSPARENT,beaute-hygiene-sante
Generic 3 en 1 portable électrique cheveux et sèche - cheveux bleu,7980,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/021121/1.jpg?8311,Generic,"['Type de buse: buse douce', 'Couleur: bleu', 'Vent maximum: 1200w - 1599w', 'Spécifications: Royaume - Uni', 'Longueur de câble: 1.5m-3m', 'Fonction supplémentaire: nourrit les cheveux', 'Stand de sèche - cheveux: 3 stands', 'Portabilité: poignée pliable', 'Scénarios applicables: Salon de coiffure  maison', 'Appliquer sur les cheveux: normal, sec, gras, dur, doux, canapé  boucles naturelles', 'Puissance maximale: 1200w']",Peigne électrique portable 3 en 1,Bleu,beaute-hygiene-sante
Ideal Lait Ideal Men 400 Ml,830,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/048911/1.jpg?9793,Ideal,"['Type de produit :\xa0Lait Ideal Men 400 Ml', 'Marque : Ideal', 'Capacité :\xa0400 Ml', 'Quantité : 1', 'Bonne Senteur', 'Durable']",1,Multicolore,beaute-hygiene-sante
Generic Correcteur de Posture Support lombaire réglable pour dos Clavicule,5900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/45606/1.jpg?5320,Generic,"['Matériau\u202f: néoprène', 'Couleur Noir', 'Dimensions partie inférieure (vie) ouverte\u202f: 90\xa0cm non étendue', 'composition:30%polyester 70%néoprène', 'correction pour le dos', 'Taille:S']",2,Noire,beaute-hygiene-sante
"Generic Sèche Cheveux Multifonctionnel 3 en 1 (sèche cheveux, brosse et lisseur)",8500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/47979/1.jpg?1668,Generic,"['Sèche cheveux 3 en 1', 'Tension 100 - 240v', 'Puissance 1000v', 'Couleur : Noir rose', 'Fonction : sèche cheveux, brosse et lisseur', 'Temps d’utilisation 30mn']",Sèche-cheveux,Noir,beaute-hygiene-sante
C&F Parfum Vanille Coco 100Ml,1100,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/571021/1.jpg?3823,C&F,"['Type de produit :\xa0Parfum Vanille Coco 100Ml', 'Marue C&F', 'Capacité : 100ML', 'Bon Senteur', 'Durable']",C&F20232003-69,jaune,beaute-hygiene-sante
Generic Parfum de luxe collection HAQQI sauvage,5000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/24799/1.jpg?3661,Generic,"['Très doux', 'Frais', 'Sent bon', 'Sauvage', '40 ml', 'Dure très très longtemps plus de 3jours sur le vêtement', 'Attirant', 'Toutes les saisons']",Sauvage,Transparent,beaute-hygiene-sante
Edmark COCOLLAGEN Collagène marin rafraichissant et facile à digérer,14000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/688201/1.jpg?7223,Edmark,"['COLLAGÈNE\xa0 COCOLLAGEN collagène marin rafraichissant et facile', ""Extrait de pépins de raisin et d'églantier,testécliniquement pour améliorer l'éclat de la peau, l'élasticité de la peau et labrillance radieuse"", 'Collagène Plus Vitamine E', ""Le nouveau moyen facile d'obtenir une peau du visagelisse et belle"", '-Très efficace et économique', ""- Réduit l'éclaircissement de la peau et les problèmesde peau terne"", '- Rend la peau douce', ""- Réduire les problèmes d'acné et les points noirs"", ""- Effet de décoloration des cicatrices d'acné"", '- Hydrater la peau', '- Prévenir les signes de vieillissement comme les rides', '- Rend la peau douce et moelleuse toute la journée', 'Utilisation matin et soir']",naturel,marron,beaute-hygiene-sante
"Generic Sèche-cheveux Domestique 2200W, 7 Pièces, Diffuseur, Peigne",7900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/872701/1.jpg?9668,Generic,"['Type de produit: Sèche-cheveux', 'Matériel: nylon', 'Tension: 220V', 'Fréquence: 50Hz', 'Puissance: 2200 W', 'Poignée: non pliable', 'Longueur de câble: env. 1,8 m', 'Taille: 25 * 28,5 cm (L * H)', 'Poids: 565g']",SKU,NOIR,beaute-hygiene-sante
