Nom,prix,link,marque,Description,modele,couleur,cathegorie
Generic Silicone penis Sleeve Agrandisseur de pénis,5450,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/582121/1.jpg?7602,Generic,"['Suggestion sexuelle: Non', 'Images obscènes: Non', ""Lieu d'origine: Chine continentale"", 'Modèle: pompe et amplificateur', 'Nombre de pièces: une unité', 'Type de produit: boucle de serrure de sperme', 'Matériel: silicone', 'Taille: Image', 'Jouets pour hommes: agrandissement pour hommes', 'Produits pour hommes: agrandissement du pénis', 'Fournitures pour adultes: extenseur de pénis']",Dildos,Couleur de la viande,beaute-hygiene-sante
Generic Boucleur lisseur rapidement super sympa,6590,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/51589/1.jpg?4339,Generic,"['Boucleur 2a1 lisseure', 'Facile à utiliser ergonomique', 'Cordon rotatif 380degre', 'Qualité supérleure', 'Facile à monter']",Moyen,N A,beaute-hygiene-sante
C&F Parfum Love Me Jaune 100 Ml,1100,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/190911/1.jpg?1564,C&F,"['Marque : C&F', 'Gamme : Love Me', 'Nom : Parfum Love Me Jaune', 'Contenance : 100 ml', 'Livraison à domicile ou en point relais']",100 ml,Jaune,beaute-hygiene-sante
Aichun Beauty Créme Abdominale Brûle Graisse - Effet Rapide -170 Gr,2400,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/30899/1.jpg?6695,Aichun Beauty,"['Créme Abdominale Brûle Graisse - Effet Rapide', 'Contenance : 170 Gr', 'sa formule douce et hypoallergique fournit a la peau des ingrédients plus nourrissants la rendant ainsi lisse et ferme', 'utilisation chaque jour avant de s lever et avant de dormir', ""Appliquer une quantit convenable et effectuer un massage en faisant des mouvements circulaires jusqu'à absorption""]",creme abdo,noir,beaute-hygiene-sante
Finishing Touch Rasoire épilateur électrique - Efficace,6990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/48849/1.jpg?3953,Finishing Touch,"['Spécification:', 'Dimensions: 4.72*1.97*0.59 pouces12*5*1.5 cm', 'Poids: 185g', 'Tension nominale: AC110 ~ 240 V', 'Capacité de la batterie: 350 mah', 'Fréquence nominale: 5060 HZ', 'Puissance évaluée: 2 W', 'Temps de charge: 2 heures', ""Temps d'utilisation: 1 heure"", 'Rechargeable: OUI', 'Le forfait comprend:', '1x épilation', '1x tête De Rechange', '1x brosse De Nettoyage']",Sans marque,Blanc mauve,beaute-hygiene-sante
NIVEA NIVEA ANTI-RIDES + FERMETE NUIT 50ML,7380,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/583121/1.jpg?5404,NIVEA,"['Type De Produit:\xa0 Soins du\xa0visage', 'Marque: Nivea', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,bleu,beaute-hygiene-sante
Flaxseed Smoothing Hair Wax - 56GR,4430,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/490121/1.jpg?4474,(Pas d'avis disponibles),"['Type Produit : Soin des cheveux', 'Marque : Cantu', 'Nom : Flaxseed Smoothing Hair Wax', 'Contenance : 56GR', 'Livraison à domicile ou en point relais']",56GR,"orange, blanc",beaute-hygiene-sante
Novex Shampoing AVOCAT MIEL 300ML,2790,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/017121/1.jpg?4215,Novex,"['Type De Produit: Entretien Cheveux', 'Marque:\xa0Novex', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,Jumia Mall,beaute-hygiene-sante
Fair & White Lait Eclaircissant Hydratant So White - 500 ml,6800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/63603/1.jpg?3641,Fair & White,"['Lait Eclaircissant Hydratant So White', 'Contenance : 500 ml', 'Emballages au couleur rose acidulée paillettée', 'Des flacons pratiques et gais']",0.3,multicouleure,beaute-hygiene-sante
Prepharm Eau micellaire 500 ML Prepharm,3090,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/98531/1.jpg?1687,Prepharm,"['Eau micellaire', 'Prepharm', '500ml', 'Démaquille délicatement votre visage et plus  particulierement vos cils et vos paupieres.', ""Elles contient de l'eau de bleuet reconnue pour ses propriétés apaisantes et décongestionnantes.""]",500ml,blanc,beaute-hygiene-sante
Garnier Skin Active - Solution Micellaire Tout En 1 Peaux Mixtes et Sensibles - 400ml,4600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/14388/1.jpg?4195,Garnier,"['Type de produit : Solution Micellaire', 'Contenance: 400ml', 'Marque : Garnier', 'Peaux Mixtes et Sensibles', 'Livraison à Domicile ou en Point Relais']",1,Jumia Mall,beaute-hygiene-sante
White Label ARGILE VERTE absorbante 100Gr,3800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/66379/1.jpg?2048,White Label,"['Purifiant', 'Absorbant', 'Elimine les points noirs', 'Rend la peau nette et propre']",PETIT,Vert,beaute-hygiene-sante
Garnier FRUCTIS HAIRFOOD SH PAPAYE 350ML,3480,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/583121/1.jpg?0786,Garnier,"['Type De Produit: Entretien Cheveux', 'Marque: Garnier', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,Jumia Mall,beaute-hygiene-sante
"Blue Magic Blue Magic Conditioner Hair Dress, The Original, 12 Oz",2600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/737121/1.jpg?3377,Blue Magic,"['Type De Produit: Entretien Cheveux', 'Marque:\xa0Blue Magic', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,BLEU,beaute-hygiene-sante
Generic Pommade karité-coco - Beurre de Cacao - 250g,2350,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/47795/1.jpg?0064,Generic,"['Vaseline', 'Beurre de\xa0cacao', 'naturel', 'ideale pour la peau', 'efficace']",0.1,blanc,beaute-hygiene-sante
IN'OYA Mon Soin anti-imperfections - 30ML,11550,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/332401/1.jpg?0545,IN'OYA,"['INOYA Made in France', 'Anti-boutons', 'Testé cliniquement et dermatologiquement', ""Efficacité prouvée dès 28 jours d'utilisation"", 'Non comédogène', 'Peau nette, parfaitement homogène sans imperfections', ""90% à base d'ingrédients d'origine naturelle"", 'Association (Tea tree Oil, Hibiscus Blanc, Fruits du Baobab du Sénégal)', 'Texture gel-crème fluide et légère', 'Anti-inflammatoire, anti-fongique, anti-bactérien']",Anti-boutons,Gel crème,beaute-hygiene-sante
Ghandour Cosmetics Lotion pour le corps Carotte - Princess Paa - 400ml,990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/631121/1.jpg?7279,Ghandour Cosmetics,"['Type Produit : Soin du corps', 'Marque :\xa0Ghandour Cosmetics - Gamme\xa0PRINCESS PAA', 'Livraison à domicile ou en point relais', 'Quantité: 1']",1,blanc,beaute-hygiene-sante
LUSH HAIR Mèche Natural Look - Couleur N°27,1630,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/933121/1.jpg?4819,LUSH HAIR,"['Type De Produit: Extension Cheveux', 'Marque: Lush Hair', 'Entretien : Mèches Pré-Stylées', 'Particularité : Se Détache Et Se Coiffe Facilement', 'Utilisation \u200e\u200e\u200e\u200e:\u200e\u200e\u200e\u200e Casual ou Quotidienne', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,Rose,beaute-hygiene-sante
C&F Parfum Tower Rose C&F 50 Ml,730,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/571021/1.jpg?3704,C&F,"['Type de produit :\xa0Parfum Tower Rose C&F 50 Ml', 'Marue C&F', 'Capacité : 50ML', 'Bon Senteur', 'Durable']",C&F20232003-80,rose,beaute-hygiene-sante
LUSH HAIR Mèche Natural Look - Couleur N°99J,1630,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/933121/1.jpg?5187,LUSH HAIR,"['Type De Produit: Extension Cheveux', 'Marque: Lush Hair', 'Entretien : Mèches Pré-Stylées', 'Particularité : Se Détache Et Se Coiffe Facilement', 'Utilisation \u200e\u200e\u200e\u200e:\u200e\u200e\u200e\u200e Casual ou Quotidienne', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,Rose,beaute-hygiene-sante
"Generic Bande de modelage et de modelage du corps pour affiner le ventre et les cuisses, bande de taille amincissante",4990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/899021/1.jpg?5905,Generic,"['Type de produit : casque sans fil', 'Méthode de connexion : Bluetooth', 'Temps de conversation : 2-3H', 'Temps de lecture de musique : 2-3H', 'Batterie : casque 60mah', 'Charge du casque : 10 minutes', 'Charge dans le compartiment de charge : 1-2 heures']",Conçu pour la femme ou la fille,noir,beaute-hygiene-sante
Htc Professionelle Tondeuse HTC - 6 lames,10800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/500001/1.jpg?1501,Htc,"['Tondeuse HTC GT-606A', 'Pas de lames', 'Rechargeable au courant', 'Leger', 'Professionelle']",GT-606A,Noir,beaute-hygiene-sante
Darling Mèches Crochet Queen Locs Bambi Curl Couleur T1/39,3290,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/202021/1.jpg?6864,Darling,"['Type de produit : Mèches Crochet Queen Locs bambi Curl', 'Couleur T139', 'Il est extrêmement doux, soyeux et brillant.', 'Il est extrêmement doux, soyeux et brillant et il vous donnera une solution capillaire complète.']",1,Multicolore,beaute-hygiene-sante
LUSH HAIR Mèche Natural Look - Couleur Teal,1630,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/933121/1.jpg?5432,LUSH HAIR,"['Type De Produit: Extension Cheveux', 'Marque: Lush Hair', 'Entretien : Mèches Pré-Stylées', 'Particularité : Se Détache Et Se Coiffe Facilement', 'Utilisation \u200e\u200e\u200e\u200e:\u200e\u200e\u200e\u200e Casual ou Quotidienne', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,Rose,beaute-hygiene-sante
Pr Francoise Bedon Lait Éclaircissant Françoise bedon ultime carotte - 500 ml - blanc,13500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/940401/1.jpg?9070,Pr Francoise Bedon,"['Marque : Pr Françoise bedon', 'Type de produits : lait Éclaircissant', 'Ingrédients : à base de plantes, d’extrait de carottes et de vitamines', 'Contenance: 500ml', 'Fabriqué en: Europe']",Lait Éclaircissant,Blanc,beaute-hygiene-sante
Grapeseed Strengthening Gel - Pépin De Raisin - 524GR,4430,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/490121/1.jpg?4287,(Pas d'avis disponibles),"['Type Produit : Soin des cheveux', 'Marque : Cantu', 'Nom : Grapeseed Strengthening Gel - Pépin De Raisin', 'Contenance : 524GR', 'Livraison à domicile ou en point relais']",524GR,"orange, blanc",beaute-hygiene-sante
Schwarzkopf - Got2b Glued Gel/colle de Dopage - 35 G - Petit Model,2800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/393101/1.jpg?5172,Schwarzkopf,"['gel pour cheveux', 'Pour définir la coiffure pour les cheveu', 'Haut niveau de fixation', 'Créer un film protecteur stable', 'Fixation 6', '35G', 'Format pour voyage : Petit model']",Gel / Waterproof / Ultra Glued,N/A,beaute-hygiene-sante
Garnier Skin Active Serum Anti-imperfections au AHA + BHA au Charbon - 30ML,8900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/647121/1.jpg?5717,Garnier,"['\u200b\u200bType Produit : Soin Visage', 'Marque : Garnier', 'Nom : Skin Active Serum Anti-imperfections au AHA + BHA & Charbon', 'Contenance :30ML', 'Avec charbon de bois, 4 % de niacinamide, AHA et BHA', 'Pour un teint plus lisse et plus uniforme', 'Nettoie, matifie et lisse la peau']",skin active,Noir,beaute-hygiene-sante
Generic Pack chébé: pommade 200g + huile 60ml + poudre 50g,9500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/56879/1.jpg?5646,Generic,"['Favorise la pousse des cheveux', 'fortifie le cuir chevelu', 'apporte souplesse et brillance', 'lutte contre les pellicules et soulage les démangeaisons', 'Démêle et facilite le coiffage']",generic,jaune,beaute-hygiene-sante
SEXTOYS Pompe à Pénis Masturbation Masculine Pompe à Vide Pour Agrandissement Du Pénis+3pcs Anneau En Caoutchouc +boule,7650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/821121/1.jpg?9580,SEXTOYS,"[""Une échelle précise qui détecte avec précision l'impact de la croissance vous permet de rétablir la confiance en soi, l'estime de soi et d'améliorer les relations."", 'Tube ABS qualifié, sécurité anti - fissure, aspect transparent, vous permet de sentir les changements de pénis visuellement et sensoriellement.', ""Fonctionnement manuel, facile à utiliser, appuyer sur la bille ou tirer la pompe pour évacuer l'air, appuyer sur la soupape pour soulager la pression."", ""Conçu pour augmenter la longueur du pénis et empêcher l'éjaculation prématurée causée par une utilisation fréquente."", ""C'est un bon choix pour s'amuser."", ""Une échelle précise qui détecte avec précision l'impact de la croissance vous permet de rétablir la confiance en soi, l'estime de soi et d'améliorer les relations.""]",Pompe à vide pour agrandissement du pénis,Noir / transparent,beaute-hygiene-sante
Generic Masturbation masculine tasse 3D réaliste texture amovible sex toys,7250,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/141121/1.jpg?9260,Generic,"['Structure de stimulation tridimensionnelle', 'Matériel de sécurité corporelle, facile à nettoyer', 'Expérience réaliste', 'Vagin doux et profond', 'Design amovible et portable']",3D Tasse de masturbation masculine,Blanc,beaute-hygiene-sante
C&F Body Mist Queen Of Seduction Rose 250 Ml,1100,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/271021/1.jpg?6585,C&F,"['Type de produit :\xa0Mist Queen Of Seduction Rose', 'Marue C&F', 'Capacité : 250ML', 'Bon Senteur', 'Durable']",C&F20232003-524,Rose,beaute-hygiene-sante
Generic Crème Brûle Graisse de Ventre plat 200ml,3325,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/59516/1.jpg?9414,Generic,"['Crème brûle graisse', 'Vente plat', 'Rapide et efficace', 'Sans effet secondaire', 'Pour tout type de peau']",Crème,Blanche,beaute-hygiene-sante
White Label Lot de 8 Savon kojie san 65gr effets blanchissants et antioxydants,13990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/31895/1.jpg?4437,White Label,"[""En cosmétique, l'acide kojique est connu pour son effet blanchissant remarquable et son antioxydant."", 'Ingrédients: Huile de coco nucifera (eau de coco),', 'eau désionisée,', 'hydroxyde de sodium,', 'parfum, acide kojique,']",65gr,orange,beaute-hygiene-sante
Generic Chantilly au beurre de cacao karité enrichi a l'huile de coco,4750,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/754/1.jpg?1900,Generic,"['Hydrate la peau', 'Élimine les taches noires', 'lutte contre la viellissement de la peau', 'redonne de la ténacité à la peau', 'Anti-vergetures', 'idéal pour retrouver un teint éclatant', 'clarifie la peau', 'Idéale pour les cheveux']",0.2,Marron,beaute-hygiene-sante
Disaar Ensemble de soins de la peau du visage blanchissant vitamine C,14000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/051401/1.jpg?5216,Disaar,"['Type de produit : Soins de visage', 'Marque : Disaar', 'Soins de la peau du visage', 'Blanchissant', 'Vitamine C pour éliminer les taches', 'Nettoyant pour le visage']",Gamme,Orange,beaute-hygiene-sante
Peruvian Hair Cheveux originale péruvien,40850,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/270021/1.jpg?8214,Peruvian Hair,"['Couleur Noir naturelle.', 'Type de cheveux raides', 'Matériel Cheveux Humains', 'style: moderne', 'Taille: 12pouces']",noire lisse,Noire,beaute-hygiene-sante
Bio Pommade Boom Boom,3231,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/78429/1.jpg?8763,Bio,"['Crème grossissante', '100ml', 'Mélange naturel', 'soins du corps', 'naturelle et efficace']",KARITE,BEIGE,beaute-hygiene-sante
Ghandour Cosmetics Crème main et corps Aloe Vera- Princess Paa - 460gr,1290,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/631121/1.jpg?4204,Ghandour Cosmetics,"['Type Produit : Soin du corps', 'Marque :\xa0Ghandour Cosmetics - Gamme\xa0PRINCESS PAA', 'Livraison à domicile ou en point relais', 'Quantité: 1']",1,blanc,beaute-hygiene-sante
Generic Huile de moringa (nébédayy)-60ml,2565,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/127/1.jpg?0372,Generic,"['Huiles De Moringa', 'Bouteille de 60ml', 'Moringa', 'Bio', 'Sans effets secondaires']",0.1,Verte,beaute-hygiene-sante
Box Boite De Maquillage Professionnelle De Haute Qualité Avec Serrure De Sécurité,18500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/240401/1.jpg?9442,Box,"['Our advantages:', 'Moisture proof and waterproof', 'Light and convenient', 'Safety locks - protect privacy and supplies, and prevent your things from being lost', 'High-capacity']",Box,Noir/Rose,beaute-hygiene-sante
Generic Savon Noir Bio,3230,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/744/1.jpg?6286,Generic,"['Savon noir du Nigeria', 'Aide à lutter contre l’acné et l’eczéma grâce aux extraits de plantain', 'Fait disparaitre les cicatrices d’acné, taches noires, les vergetures', 'Enlève les cellules mortes rendant ainsi la peau lisse', 'éclaircit le teint', 'nettoie parfaitement l’épiderme des grands et des bébés', 'nettoie le cuir chevelu,']",0.5,Noir,beaute-hygiene-sante
IN'OYA Mon Eau Micellaire Peaux Sensibles - 200ML,5600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/172401/1.jpg?4064,IN'OYA,"['INOYA Made in France', ""95% d'ingrédients naturels"", 'Nettoie et démaquille en douceur', 'Hydratation et fraicheur garanties', 'Hypoallergénique', 'Sans alcool', 'Sans PEG', 'Peau nettoyée, démaquillée, apaisée et douce', 'Sensibilité respectée']",Peaux Sensibles,Transparent,beaute-hygiene-sante
EASY POUSS Crème de cactus anti-chute 200ml,18230,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/50999/1.jpg?4354,EASY POUSS,"['Ingrédients :\xa0Petrolanum, Cera Alba, Fragrance, BHT, Opuntia Indica (Cactus Oil), Capsicum, Ginger Root, Green Mint Oil, Isopropylpalmitate, Tocopherol, Linoleic Acid, Retinyl Palmitate, cl 47000, cl 26100, cl 61565, Hexyl Cinnamal, Citral, Citronellol, Limonene, Geraniol, Isoeugenol, Linalool, Alpha-iso-methylonone.', ""Mode d'emploi :\xa0\xa0Utiliser chaque jour à la racine des cheveux, sur les pointes et les tempes"", ""Précautions d'utilisation :"", 'Usage externe uniquement', 'En cas de contact avec les yeux, rincer abondamment.', 'Se laver les mains après utilisation', 'Ne convient pas aux enfants']",Gamme complète de boost de cheveux,Rouge,beaute-hygiene-sante
Patricia Reynier Gamme Patricia Reynier Merveille Intense,35900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/88999/1.jpg?2869,Patricia Reynier,"['Après avoir nettoyé la peau avec le savon gommant Merveille ,', 'Appliquer le lait corporel\xa0 sur tout le corps', 'En l’additionnant, pour une efficacité maximale, de quelques gouttes du sérum Merveille PR+.', 'Eviter le contact avec les yeux et les muqueuses.', 'Ne pas utiliser sur les enfants de moins de 12 ans.']",0,Gold,beaute-hygiene-sante
Generic Perruques frontal 100% Humain - Marron,47900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/886121/1.jpg?2429,Generic,"['Perruques femme', 'Frontal', '100% Humain', 'prend fer', 'prend teinture', 'couleur :marron', 'Longeur : 14']",Perruques frontal 100% Humain - Marron,Marron,beaute-hygiene-sante
Mixa MIXA LAIT CORPS 250ML DOUCEUR,2230,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/332121/1.jpg?8899,Mixa,"['Type Produit : Soin Corps', 'Marque : Mixa', 'Nom : Lait De Corps Douceur', 'Contenance : 250ML', 'Livraison à domicile ou en point relais']",1,Jumia Mall,beaute-hygiene-sante
Generic Crème extra grossissante MACA BOOM (MACA-FENUGREC-AKPI-KIGELIA-PETIT COLA...)-200G,6650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/65709/1.jpg?1111,Generic,"[""Masser soihnsoigneus jusqu'à absorption totale 2 ou 3 fois par jour après le bain."", 'Masser de manière circulaire 3 a 5 mns', ""Mas d'effets secondaires"", 'Mfficacité garantie', '100% Naturel']",0.2,Blanche,beaute-hygiene-sante
"Bio Crèm akpi-fenugrec-kigelia 200g(soulève, remplie, gonfle)",4750,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/46416/1.jpg?6471,Bio,"['Un joli décolleté.', 'Aide a soulever et a sculpté les fesses.', 'Contre relâchement de la poitrines.', 'Augmenter son volume de poitrine .naturellement.', 'Éliminer les vergetures et les cellulite du ventre et des cuisses.', 'Efficace pour les femmes ayant des petits seins.', 'Poitrine plus fermes et plus ronde.', 'Composition crème :fenugrec, akpi, vaseline eth essentielle']",0.26,blanche,beaute-hygiene-sante
Generic Brosse Chauffante Lissant Électrique - Rose blanc,5000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/647911/1.jpg?1743,Generic,"['Brosse Chauffante Lissante', 'Anti-statique', 'Électrique Avec Ecran LCD', 'Rose', 'Très pratique', 'Rose blanc']",Brosse Chauffante Lissant Électrique - Rose blanc,Rose blanc,beaute-hygiene-sante
Generic Ceinture Abdominale Amincissante - Noir,9500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/3601/1.jpg?5824,Generic,"['Ceinture Abdominale Amincissante', 'Couleur : Noir']",50,NOIRE,beaute-hygiene-sante
Generic Poudre de baobab (BOUYE) BIO-500g,4750,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/018/1.jpg?7612,Generic,"[""Comment consommer la poudre de Baobab ? La poudre de Baobab présente l'avantage d'avoir un goût acidulé légèrement sucré très agréable, capable de plaire au plus grand nombre."", 'Stimulante, elle est idéale pour la réalisation de boissons chaudes et froides, smoothies, porridges ou yaourts au moment du petit-déjeuner', 'Produit bio', 'Sans effets secondaires', 'Baobab poudre']",0.6,Blanche,beaute-hygiene-sante
"Generic 10pcs Lumière LED Pour Miroir De Maquillage Courtoisie D'Hollywood,3 Modes Couleurs, Ampoule USB 12V",9800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/790121/1.jpg?3248,Generic,"['Paramètres:', '*Nom du produit: ampoules LED', '*Matériel: PC', ""*Tension d'entrée: DC12V"", '*Puissance: 6W', '*Couleur de la lumière: blanc naturel', '*Température de couleur: (3500-5500K)', '*Prise: Port USB', ""*Taille d'ampoule: 3.2cm X 4cm X 4.8cm"", ""*Nombre d'ampoules: 10 pièces"", '*Distance entre 2 ampoules: environ 33cm', '*Dimmable: Continu Dimmable']",Luminaires LED pour miroir à maquillage,Blanc,beaute-hygiene-sante
NIVEA NIVEA MEN M.A.R PROTECT & CARE 200ML,3830,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/583121/1.jpg?9938,NIVEA,"['Type De Produit:\xa0 Soins du corps', 'Marque: Nivea', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,bleu,beaute-hygiene-sante
Generic Poudre de Chébé original du Tchad - 150 Gr,6650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/434/1.jpg?1405,Generic,[],0.1,,beaute-hygiene-sante
Unbrand Capsules de Glutathione !00% Naturel Peau Eclaircissant,8910,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/561401/1.jpg?4648,Unbrand,"[""Les capsules de glutathionne sont créés a partir d'ingrédients naturels"", 'Assurent un teint clair, lisse et naturel', 'Eradiquent toutes les taches sombres sur votre corps', 'donnent une apparence jeune de la peau', 'Meilleur prix et haute qualité']",soin de la peau,Rose,beaute-hygiene-sante
Generic Huile de Kigelia - 60 ml (Dambal),1900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/246/1.jpg?6203,Generic,"['100% naturel', '60 ml']",60 ml,Neutre,beaute-hygiene-sante
Generic Fer à lisser pour hommes barbe peigne Tourmaline céramique Curler brosse fer,4550,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/039811/1.jpg?8104,Generic,"['Nom du produit: lisseur de cheveux bouclés', 'Couleur du produit: Blanc', 'Tension nominale: 110v - 220V (tension internationale)', 'Fréquence nominale: 50hz - 60HZ', 'Puissance nominale: 45w', 'Poids net du produit: 378 G', 'Taille du produit: 310 * 46 * 45mm', 'Diamètre du conducteur thermique: 15 mm ou moins', 'Temps de modélisation optimal: 1 - 2 minutes', 'Température de chauffage: environ 130 ℃ - 200 ℃']","Fer de lissage et de sertissage, brosse de lissage",Blanc,beaute-hygiene-sante
Generic Savon Pur bio anti tache eclaircissant-400g,3325,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/155/1.jpg?7206,Generic,"['un pot de 400g de\xa0Savon Noir, exfoliant traditionnel à base d’huile d’huiles ESSENTIELLES', 'un pot de 400g, soin détoxifiant pour le visage et le corps.', 'Sans effets secondaires', 'Convient à toutes types de peaux', 'Savon pur bio']",0.1,Blanche,beaute-hygiene-sante
Generic Perruques cheveux femmes -  rouges,36000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/886121/1.jpg?2429,Generic,"['Perruque femme', '100% HUMAIN', 'Naturelle', 'agréable au toucher', 'prend fer', 'prend teinture', 'Doux']",Perruques cheveux femmes -  rouges,Rouge,beaute-hygiene-sante
Generic Crème Tube Dexeryl - 250 Gr,4750,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/19799/1.jpg?1204,Generic,"['Crème Tube Dexeryl - 250 Gr', 'Crème Tube Dexeryl - 250 Gr', ""Traitement d'appoint desétats de sécheresse cutanée de certaines dermatoses telles que dermatiteatomique, états ichtyologiques, psoriasis. Traitement d'appoint des brûluressuperficielles de faibles étendues. Convient aussi au peau de bébé. Il hydrateet donne un joli teint."", 'La crème Dexeril laisse votre peau lisse douce effet peau debébé', 'Poids: 250 Gr']",250gr,Multicolor,beaute-hygiene-sante
"vieN Lot 6 masques (Visage, Mains & Yeux)",7990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/307121/1.jpg?4951,vieN,"['Type De Produit:\xa0 Masque soin du visage', 'Marque:\xa0Vie N', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1', 'Jumia Express']",1,blanc,beaute-hygiene-sante
Maybelline New York EyelinerTattoo Gel - Intense Charcoal (901),5600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/67279/1.jpg?2554,Maybelline New York,"['\u200bType de Produit: Eyeliner', 'Tattoo Liner', 'Marque: Maybelline New York', 'Couleur: Intense Charcoal (901)', 'Livraison à domicile ou en point relais']",0.1,Jumia Mall,beaute-hygiene-sante
