modele,Nom,couleur,cathegorie,marque,prix,Description,link
D3200,TCL TV LED - NUMERIQUE - 32 Pouces - Noir - 12 mois,Noir,electronique,TCL,85000,"['Marque : TCL', 'Modèle : 32D3200', 'Type de produit : LED HD DTV', 'Type de rétro-éclairage : D-LED', 'Système TV ATV：PAL、NTSC、SECAM;DTV：DVB-CTT2S2', 'Système AV : NTSC、PAL、SECAM', 'Alimentation électrique : AC 100V-240V 5060Hz', ""Consommation d'énergie (TV allumée) : 50W"", ""Consommation d'énergie (veille) : ≤0.5W"", ""Rapport d'aspect : 16:9"", 'Taille active du panneau (pouces) : 32""', ""Résolution de l'écran : 1366*768"", 'Luminosité (cdm2)(typ.) : 220', 'Rapport de contraste : 3000:1', 'Temps de réponse (G to G) : 6.5 ms', 'Garantie: 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/153121/1.jpg?0713
FP 150H/145,Astech Réfrigérateur - Astech - 2 Portes - Gris - 138 Litres - A+ - Garantie 12 Mois,Gris,electronique,Astech,188999,"['Type de produit : Réfrigérateur deux portes', 'Marque: ASTECH', 'Modèle : FP 150 H 145H', 'Nombre de portes : 2', 'Classe énergétique : A+', 'Consommation électrique annuelle: 182kWh', 'Capacité totale net : 145 L', 'Capacité du réfrigérateur : 100 L', 'Capacité du congélateur : 45 L', 'Pouvoir de congélation : Excellent', 'Type de refroidissement : Statique', 'Emplacement du compartiment à glace: Placé en haut']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/38999/1.jpg?3076
ORAIMO Watch 2 Pro,Oraimo Smart Watch Oraimo Watch 2 Pro BT Appel Rapidement - Garantie Oraimo 365 Jours,Noir,electronique,Oraimo,100000,"['Taille de l’écran : 1,3 pouces IPS vraie couleur.', 'Idéal pour : Hommes & femmes', 'Modèle : Watch 2 Pro', 'OS compatible : Android 5.1 ou supérieur, iOS 9.0 ou supérieur', 'Version Bluetooth : 4.2.', 'Étanche : IP67 résistant à l’eau.', 'Matériel : Silicone, ABS  PC  TPU.', 'Taille du bracelet : 245 mm.', 'Type de batterie : Lithium Polymère.', 'Capacité de la batterie : 200mAh.', 'Autonomie en veille : 20 jours.', 'Temps de charge : Environs 2 heures par câble USB (non fournis)', 'Poids : 28,3 grammes']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/727811/1.jpg?9451
Sonnette vidéo wifi,Generic Sonnette vidéo sans fil  Wi-Fi sécurité d'appartement et maison,gris,electronique,Generic,45000,"[""Connexion sans fil, démarrage rapide, faible consommation d'énergie. Longue durée de veille."", 'Batterie intégrée de 7800mAh, la charge complète dure 1 à 2 mois, selon votre configuration et votre utilisation.', ""2 modes d'alimentation. La sonnette sans fil prend en charge l'alimentation par batterie ou l'alimentation de l'adaptateur d'alimentation 5V1A."", ""Elle prend en charge le stockage local sur carte Micro SD jusqu'à 64 Go (non inclus)"", ""Comme elle n'enregistre pas 24 heures sur 24 comme une caméra de sécurité, sa fonction principale reste la sonnette. Lorsque personne ne sonne à la porte, la sonnette est en mode veille pour économiser de l'énergie.""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/273911/1.jpg?0068
bague,Generic 01 pcs Chapelet Electronique pour invocation,ALEATOIRE,electronique,Generic,1804,"['Type de Produit : Compteur électronique', 'Compteur électrique', 'Couleur : ALEATOIRE', 'Matériel : Plastique', 'FACILE']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/48489/1.jpg?0687
303,Generic LASER POINTEUR VERT AVEC UNE PORTÉE DE 5KM,N/A,electronique,Generic,11990,"['rechargeable', 'longue portée', 'longue durée', 'facile à tenir', 'ultra léger', 'facile à ranger grâce à son boite']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/868711/1.jpg?0408
Weebill S,Zhiyun ZHIYUN Weebill S 3 axes cardan stabilisateur de poche Transmission d'image,Noir,electronique,Zhiyun,425000,"['Inclinaison mécanique Gamme : -132 ° ~ + 182 °\xa0;', 'Capacité totale de la batterie : 5200mAh\xa0;', 'Durée de vie de la batterie : 14h\xa0;', 'Durée de charge : 2,5h\xa0;', 'Bluetooth : 5.0.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/77685/1.jpg?5062
HS212F,Hisense - BARRE DE SON - HS212F  2.1CH - 240W - GARANTIE 12 MOIS,NOIR,electronique,Hisense,115000,"['Marque: Hisense', 'Nombre de canaux :  2.1', 'Puissance totale maximale (en Watt) : 240', 'Puissance totale RMS (en Watt): 120', 'Puissance du caisson de basse RMS: 60', 'Plage de fréquences:40Hz - 20KHz', 'Pression acoustique: 100.3 dB', 'Allumage automatique: Oui', 'Extinction automatique: OUI', 'Type de caisson de basse :  Sans fil', 'Nombre de haut-parleurs : 3', 'Dolby Digital :  Oui']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/64489/1.jpg?4216
FC-40DD4SA,Hisense Congélateur Coffre -Hisense - Fc-40- 310 L - Garantie 12 Mois - Silver,SILVER,electronique,Hisense,305000,"['Nombre de portes : 1', 'Volume net : 302 Litres', 'Dimensions (L  P  H): 112.5 * 70.9 * 81.8\xa0 CM', 'Poids : 48 Kg', 'Tension : 220~240 V', 'Fréquence : 50 Hz', 'Classe climatique : SN~T', 'Réfrigérant : R134a350 g', 'Contrôle mécanique de la température', 'Indice d’efficacité : ****', 'Capacité de congélation (kg  24h) : 17', 'Dégivrage (dégivrage  sans givre) : Defrost', 'Contrôle mécanique de la température', 'Serrure']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/627/1.jpg?5631
lampe,Generic Lampe solaire led rechargeable avec  son câble,N/A,electronique,Generic,3400,"['Type de Produit:\xa0Lampe électrique extérieure LED Avec Détecteur de mouvement', 'Couleur émise: Blanc', 'LED Quantité: 20 pièces SMD2835', ""Taux D'IP: IP65"", 'Mode: induction du corps humain + contrôle de la lumière', ""Panneau solaire: 0.55 W, 17% d'efficacité"", 'Batterie Li-ion: 3.7 V1200 mAh', 'Capteur de nuit: 10 Lux', 'Taille du panneau solaire: 8 cm * 4.5 cm', 'Taille: 13 cm * 10 cm * 5 cm', ""Mode d'éclairage: éteintélevé"", 'Temps de Charge: 6', 'Temps de travail: 7-10 Hrs', ""Applications: cour, jardin, allée, porte d'entrée etc""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/79629/1.jpg?6852
CS14102DE,Candy MACHINE A LAVER - CANDY -10 KG - 1400 TOUR/MIN  - GARANTIE 12 MOIS,Blanc,electronique,Candy,375000,"['Marque : Candy', 'Référence: CS14192,DE', 'Capacité de lavage (kg): 10', 'Profondeur du produit (mm): 540', ""Classe d'efficacité énergétique - NOUVEAU (201030  CE)\tA"", ""Option de fin différée:Oui en tant que touche (jusqu'à 24h)"", ""Vitesse d'essorage maximum (trmin): 1400"", 'Niveau électronique: Touch']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/41042/1.jpg?7746
Power Bank,Oraimo Power Bank Original  20 000 MA charge téléphone avec 4 cables,Noir,electronique,Oraimo,27000,"['Type de Produit : Power Bank', 'Capacité : 20 000 mAh', 'Compatible : Smartphones et Tablettes, iphone', 'qualité', 'Poids : 0.2 Kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/12089/1.jpg?4591
YONGNUO YN216,White Label LAMPE ECLAIRAGE CAMERA YONGNUO YN216,Noir,electronique,White Label,86000,"['Source de lumière : 216 perles LED ;', 'Angle de Luminance : 55 ° ;', 'Température de couleur : 3200K- 5500k ;', 'Indice de rendu des couleurs : >= 95% ;', 'Puissance : 13W ;', 'Lumen : 2000LM ;', 'Durée de vie moyenne : 50000h.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/370911/1.jpg?6359
Support mural décodeur,Generic Support Mural Décodeur DVD Acier Verre,N/A,electronique,Generic,3700,"['Détails', 'Nom du produit : Support Mural DVD', 'Materiel: acier', 'Installation: Support Mural', 'Taille du produit :300×200×217cm', 'Taille de la couche :5mm', 'Charge: Environ 13kg', 'Couleur :Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/875401/1.jpg?6446
AY49U,"Generic Ensemble Support de caméra avec Microphone, lumière de remplissage, stabilisateur de caméra - Noir",Noir,electronique,Generic,22500,"['Couleur: Noir', 'Matière: métal', 'Marque: TECHBLAZE', 'Appareils: compatiblesCaméscope, appareil photo, téléphone portable', 'Dimensions: LxLxH38,1 x 12,7 x 17,8', 'Poids: 250 grammes', 'Recommandation de poids maximum : 450 grammes']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/609711/1.jpg?0005
Clavier,Logitech Clavier sans fil original,Noir,electronique,Logitech,8000,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/140401/1.jpg?4510
STCC-550V,SMART TECHNOLOGY Congélateur Horizontal à Roulettes 423 Litres-Vitré-STCC-550V - Garantie 12 Mois,Gris,electronique,SMART TECHNOLOGY,390000,"['Type de produit : Congélateur Horizontal à roulettes', 'Marque : Smart Technology', 'Modèle :\xa0 STCC-550V', 'Volume brut: 423 L', 'Volume net: 399 L', 'Nombre de battants : 2', 'Classe climatique : T', 'Capacité de congélation : 24Kg  24heures', 'Tension : 230 V environ', 'Fréquence : 50 Hz', 'Niveau sonore : 52 dB', 'Réfrigérant : R134a185g', 'Condenseur externe : Oui', ""Economiseur d'énergie : Oui"", 'Dimensions : 118 x 58.2 x 87 cm', 'Poids : 74 Kg', 'Clé: Oui', 'Grille pour refroidissement: Oui', 'Thermostat réglable: Oui', 'Pieds réglables: Oui', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/156121/1.jpg?0269
petit,Generic Fer a repasser avec vapeur mini portatif,Blanc,electronique,Generic,7400,"[""Type d'article : fer à vapeur portable"", 'Tension\xa0: 110\xa0V220\xa0V', 'Puissance : 30W', ""Capacité du réservoir d'eau : 60 ml"", ""Longueur du cordon d'alimentation : 140 cm4,6 pieds"", 'Poids :\xa0275\xa0grammes', 'Taille: 8*10*17cm  3.1*3.9*6.7in']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/773811/1.jpg?7604
1*1*1,Generic Support Mural TV 32 à 63 pouces - Noir,Noir,electronique,Generic,4990,"['Support mural tv à écran plasma', 'LCD LED 26 à 63 pouces', 'Conception: bien ajusté en regardant la télévision solide audiovisuel impeccable', 'Formant un panneau et facile à utiliser', 'Antioxydation anti- UV, super porteur', 'Materiaux :acier laminé à froid', 'Taille :46,5 × 43cm18,3×16,9 pouces77', 'Compresse :100×100mm200×200mm 7,87×7,87 pouces 400×400mm15,7×15,7 pouces', 'Capacite: 50kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/738501/1.jpg?1461
lg,LG Téléviseur LG 32″ LED TV  - 32 - noir,noir,electronique,LG,120000,"['Marque: LG', 'Sous catégorie: Téléviseur', 'Technologie écran\xa0: LCD', 'Taille écran: 32""', 'Résolution écran: 1366*768 pixels', 'Connectivité (ports): HDMI 2, USB 1']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/857121/1.jpg?1620
1,Generic Support Réglable pour d'ordinateur,Blanc,electronique,Generic,5500,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/171811/1.jpg?0873
SF-666,Generic Microphone à Condensateur Professionnel,Noir,electronique,Generic,20000,"['Modèle de produit: SF-920B', 'Sensibilité: -55dB +- 2dB', 'Motif polaire: Omni', 'Impédance: pas plus de 2,2K ohms', 'Réduction de la sensibilité: -3dB à 1V', 'Tension de fonctionnement: 1.5V', ""Tension d'opération standard: 1.5V"", 'Réponse en fréquence: 50Hz ~ 16KHz', 'Ratio S  N: plus de 36dB', 'Tension de travail: 1.5V', 'Longueur de câble: 210cm', ""Taille de l'article: 15 * 6 * 5.5cm  5.9 * 2.36 * 2.2in (L * W * H)"", ""Poids de l'article: 93g  3.3oz"", ""Taille de l'emballage: 23 * 9.4 * 6.5cm  9 * 3.7 * 2.56in (L * W * H)"", 'Le poids du colis: 265g  9.35oz']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/944611/1.jpg?0819
wireless speaker,Generic Haut Parleur  Bluetooth- Portable 113-,aleatoire,electronique,Generic,5000,"['Haut-parleur, câble de charge, câble auxiliaire', 'Nom du model:Haut-parleur de puissance WS-1601 avec TF, Aux, USB et support sans fil Premium qualité son Portable', 'Type:Haut-parleur audio', 'Bluetooth:Oui', 'Fente pour carte mémoire:Oui']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/17159/1.jpg?5311
TV Box,Generic TX3  - TV Box Multimédia - TX3 MINI - Android 7.1 - 2GB+16GB - Noir,Noir,electronique,Generic,35500,"['Type de produit:\xa0TV Box Multimédia', ""Adopte le système d'exploitation rapide et puissant Android 7.1"", ""Équipé d'un processeur quadri-cœur"", ""Processeur: Amlogic S905W,jusqu'à 2GHz"", ""GPU Mali - 450 penta-coeur,jusqu'à 750MHz"", ""Support H.265, vous permet d'apprécier pleinement les films en 3D"", 'Prise en charge Ethernet 10  100M et 2.4GHz WiFi', 'Supporte MiracastAirplayDLNApartagez plus avec votre famille et vos amis', 'Profite pleinement du stockage 16 GB,', ""Télécharge les applications comme YouTube,l'appel vidéo Skype,MSN,Facebook,etc.""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/51489/1.jpg?6839
DPA141,Moulinex Mini Hachoir Électrique Moulinette DPA1 Powelix Pour Viande Légumes Herbes Ails Oignons Fruits Secs Sauces 1000W Blanc,Blanc,electronique,Moulinex,59900,"['Marque: Moulinex', 'Dimensions du produit\t: 19.6P x 19.6l x 27.2H centimètres', 'Couleur: Blanc', 'Puissance: 1000 Watts', 'Matériau:Plastique', 'Usages recommandés pour le produit: Hacher', 'Nombre de vitesses: 1', 'Voltage: \t220 Volts', 'Peut passer au lave-vaisselle: Oui', 'Hauteur du produit: 25 cm', 'Bol plastique transparent', 'Bol gradué', 'Bol compatible lave-vaisselle', 'Capacité: 330 g', 'Nombre de lame : 1', 'Capacité: \u200e1000 Millilitres', 'Volume: \u200e0.5 Litres']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/439501/1.jpg?5699
OBS-52D,Oraimo Haut Parleur Sans Fil OBS-52D - Subwoofer - Noir - 1 an Garantie,Noir,electronique,Oraimo,27900,"['Haut parleur', 'Radio : Oui', 'Bluetooth', 'USB', 'Microphone', 'Sortie du haut-parleur : 5W*2', 'Capacité de la batterie 2000mAh', 'Temps de jeu : 4 heures', 'Cote d’étanchéité IPX4', 'Prise en charge des entrées : AUXCarte Mémoire AUX  Microphone FM Radio  BT  Memory Card']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/134501/1.jpg?5398
22S,"Generic Professionel Ring light 21/22 pouces avec Trépied - Pour Salons, Shooting...",Noir,electronique,Generic,39000,"['Matériau principal: ABS', 'Source: port USB', ""Diamètre extérieur de la lumière de l'anneau: 10 pouce"", 'Température de couleur: 3200K-5600K', 'CRI: 90+', 'Flux lumineux: 1200LM', 'Luminosité: réglable, 10 niveaux de réglage de la luminosité', 'Entrée USB: 5V, 2A', 'Longueur du bâton à selfie: 2 m', ""Taille de l'emballage: 30 * 21 * 5 cm  11,8 * 8,3 * 2 pouces"", 'Poids du paquet: 640g  22,6 oz', 'Léger et facile\xa0 transporter', 'Le trépieds dispose trois niveaux', 'Trois couleurs différentes']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/293711/1.jpg?2475
Moyen,Generic Poêles à double face - Noir,Noir,electronique,Generic,14850,"['Poêle du gril à pression double face', 'Revêtement antiadhésif en céramique de xylon et en marbre de qualité supérieure pour des performances durables', 'Deux surfaces: une plate, une froissée', ""Répartit la chaleur uniformément et économise de l'énergie"", 'Poignées en bakélite', 'Matériau du produit: Aluminium moulé sous pression super conducteur', 'Dimension du produit: 36 x 15 x 20cm', 'Épaisseur (cm): 2']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/03788/1.jpg?3916
chargeur smartphone,White Chargeur téléphone portable androïde original très rapide   - Noir,N/A,electronique,White,2600,"['Marque :\xa0Oraimo', 'Modèle : CU-60AR', 'Entrée : 100-240V – 5060Hz 500mA', 'Sortie : 5.0V =2.0A', 'Longueur du câble = 1 mètre']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/14049/1.jpg?7059
Détecteur de mouvement,White Détecteur de mouvement Lampe solaire extérieure LED - Forme Caméra,N/A,electronique,White,8500,"['Couleur émise: Blanc', 'LED Quantité: 20 pièces SMD2835', ""Taux D'IP: IP65"", 'Mode: induction du corps humain + contrôle de la lumière', ""Panneau solaire: 0.55 W, 17% d'efficacité"", 'Batterie Li-ion: 3.7 V1200 mAh', 'Capteur de nuit: 10 Lux', 'Taille du panneau solaire: 8 cm * 4.5 cm', 'Taille: 13 cm * 10 cm * 5 cm', ""Mode d'éclairage: éteintélevé"", 'Temps de Charge: 6', 'Temps de travail: 7-10 Hrs', ""Applications: cour, jardin, allée, porte d'entrée etc""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/540401/1.jpg?3963
Ms,Generic MS Blanc Sport wireless - écouteurs Sans Fil Bluetooth,N/A,electronique,Generic,6990,"['Wireless Type:bluetooth', 'Plug Type:Wireless', 'Fonction:pour Mobile Phone,pour Internet Bar,pour Video Gamer,Monitor Headphone,HiFi Headphone,Sport,Common Headphone', 'Modele: V25', 'Microphone, Supports musique']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/08216/1.jpg?4769
JMK4008,"Generic Blender Mélangeur JAMAKY 2 en 1 JMK4008 1,5 Litres",Aléatoire,electronique,Generic,13900,"['Type de produit : Blender et mixeur', 'Numéro de modèle : JMK4008', 'Puissance : 350W', 'Restez en bonne santé', 'Facile à utiliser']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/846121/1.jpg?3635
Adaptateur,"Generic Chargeur voiture transmetteur FM,appel,Bluetooth, carte mémoire pour téléphone",Multicouleur,electronique,Generic,5365,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/95089/1.jpg?2257
WD 2.0,Generic Boitier Disque dur Externe WD 2.0,Noir,electronique,Generic,10000,"['Boitier Externe Disque Dur', 'Joli bo Protège efficacement vos données sur disque dur SATA', 'Montage très facile et rapide, sans vis et sans autres outils', 'Conçu pour disque dur HDD  SSD SATA de 2,5 pouces d’épaisseur inférieur de 9,5 mm', 'compatible avec Windows 200098  XP  Vista  7810 et', 'supérieur, Macintosh, Linux ou Unix de bureau ou portable']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/052711/1.jpg?5611
LWN311SP301NW2120,Generic Machine A Laver 15Kg -  LWN311SP301NW2120/Digital Inverter/Top Load//220-240V - Blanc,Blanc,electronique,Generic,712000,"['Type de produit : Machine a laver', 'Modèle :  LWN311SP301NW2120', 'Capacité : 15 KG', 'Economie D’énergie : A+++', 'Fonction lavage rapide: OUI', 'Ecran digital : OUI', 'TOURMIN A LESSORAGE : 1000', 'AFFICHAGE DU TEMPS RESTANT DE CYCLE : OUI', 'Tension : 220-240V']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/348121/1.jpg?9635
