Nom,prix,link,marque,Description,modele,couleur,cathegorie
Generic Support tapis de souris anti-dérapant et confortable pour ordinateur,2500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/48849/1.jpg?2650,Generic,"['Nom de marque tc2i', 'Numéro de modèle MP-A0323', ""Poids de l'article 109 g"", 'Dimensions du produit 23,5 x 19,3 x 2,2 cm', 'Couleur 9 * 7.5 Pouces', 'Type de matériau Silicone', 'Taille 9 * 7.5 Pouces']",t 2,NA,ordinateurs-accessoires-informatique
Generic Adaptateur OTG Micro USB mâle vers USB 3.1 femelle COULEUR OR,950,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/12979/1.jpg?3962,Generic,"['Le port de type C prend en charge les fiches positives et négatives, ce qui est pratique à utiliser.', 'Sûr et stable. Il est testé et inspecté pour répondre aux normes USB, adapté aux dispositifs USB 3.0USB 2.0.', ""Jusqu'à 5 Gbps de bande passante de transmission, vous offre d'excellentes performances de transmission."", 'Facile à utiliser, aucune installation requise, plug and play.', 'Petit et compact, portabilité maximale en cours de route.', 'Large compatibilité, compatible avec les appareils de Micro USB.']",OTG,OR,ordinateurs-accessoires-informatique
High Câble imprimante USB 2.0,2990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/690911/1.jpg?9487,High,"['Prix \u200b\u200braisonnable', 'Durable et pratique', 'Standard: USB 2.0 haute vitesse', 'Compatible pour Arduino UNO R3 MEGA 2560', 'Couleur :\xa0\tNoir', 'Genre du connecteur :\tMâle à Mâle']",USB 2.0,Noir,ordinateurs-accessoires-informatique
Generic Enceintes hifi- Haut-parleurs 2.0 USB en bois multimédia pour PC/téléviseurs,9900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/69699/1.jpg?4060,Generic,"['Spécifications.', 'Matière: bois.', 'Couleur: noir + marron.', 'Longueur du câble Audio: 1m39.3 pouces.', 'Longueur du câble USB: 1m39.3 pouces.', 'Forme de réglage: contrôle de fil.', ""Mode d'alimentation: DC5V et USB5V."", ""Interface d'entrée Audio: USB et 3.5mm0.14 pouces."", 'Puissance de sortie: 3W.', ""Taille de l'article: 7*7*11cm2.75*2.75*4.32 pouces (L * L * H)."", 'Poids: 500g17.64oz.']",2.0 USB,N/A,ordinateurs-accessoires-informatique
Generic Adaptateur ordinateur-Chargeur universel pour Ordinateur avec 8 Connecteurs,5200,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/182401/1.jpg?1047,Generic,"['Tension de sortie réglable\xa0: 15V, 16V, 18V, 19V, 20V,\n24V\xa0;', ""Tension d'entrée universelle\xa0: 110V-240V AC\xa0;"", 'Sortie\xa0: 15 - 24V DC\xa0;', 'Puissance de sortie\xa0: 96 W\xa0;', 'Température de fonctionnement\xa0: 0 ℃\nà 40 ℃\xa0;', 'Protection intégrée contre les surcharges\xa0;', 'Protection intégrée contre les courts-circuits.']",Chargeur universel pour Ordinateur,Noir,ordinateurs-accessoires-informatique
Generic Support Ordinateur en Aluminium,8500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/168021/1.jpg?6584,Generic,"['TAILLE (CMS): 37W x 26.5D x 33H', 'Compatibilité: ordinateur portable 9 ""à 17"", écran large inclus', 'Très efficace sans problème', 'Un treillis Metalique perforé', 'Les pieds antidérapants']",support PC,noir,ordinateurs-accessoires-informatique
Generic Sac A Dos pour Ordinateur - Bleu avec Port USB,4990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/849301/1.jpg?9702,Generic,[],BA004,Bleu,ordinateurs-accessoires-informatique
Canon IMPIRMANTE CANON PIXMA TS3140,99000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/358021/1.jpg?7287,Canon,"['Fonctions : Wi-Fi, Impression, copie, numérisation, cloud', 'Technologie d’impression : jet d’encre', 'Nombre de cartouches d’impression : 2 cartouches FINE (noir et couleur)', 'Ecran LCD de 3,8 cm monochrome', 'Vitesse d’impression : Jusqu’à 7,7\xa0ppm Noir ISO (A4), Jusqu’à 4\xa0ppm Couleur ISO (A4)', 'Impression recto-verso : Manuel', 'Impression sans bordure : Oui\xa0(13x18cm, 10x15cm, 13x13cm)', 'Résolution d’impression : jusqu’à 4800 x 1200 ppp', 'Vitesse de copie :\xa0sFCOT: Approx. 27sec,\xa0sESAT: Approx. 3,0 ipm', 'Copie multiple :\xa020\xa0exemplaires (max.)', 'Fonctionnalités :\xa0Copie de document, Copie sans bordure,\xa0Taille du document\xa0: 216 x 297 mm', 'Scanner de photos et de documents à plat CIS', 'Résolution du scanner : 600 x 1200 ppp', 'Vitesse de numérisation A4 : Environ. 15sec', 'Couleur : RGB chaque 16bit  8bit', 'Niveaux de gris : 16 bits  8 bits', 'Taille maximale du document : 216 x 297 mm', 'Type : Enveloppes,\xa0papier ordinaire,\xa0Papier\xa0photo glacé Extra II (PP-201),\xa0Papier photo “Utilisation quotidienne” (GP-501)', 'Papier maximum en entrée :\xa0Bac arrière: Max. 60 feuilles (papier ordinaire)', 'Formats de papier :\xa0Papier ordinaire: A4, A5, B5, Lettre, Légal,\xa0Papier photo: 10x15cm, 13x13cm, 13x18cm,\xa0Enveloppes: DL, COM10', 'Grammage du papier :\xa0Papier ordinaire: 64 – 105 g  m,\xa0Papier photo Canon: jusqu’à 275 g  m', 'USB haut débit (port B)', 'Wi-Fi\xa0IEEE 802.11 bgn', 'Sécurité Wi-Fi WPA-PSK, WPA2-PSK, WEP, mot de passe d’administration', 'Bande de fréquences LAN sans fil\xa02,4 GHz', 'PIXMA Cloud Link', 'Application Canon PRINT Inkjet  SELPHY Plug-in', 'Canon Print Service (Android)', 'Google Cloud Print', 'Mode point d’accès', 'WLAN PictBridge', 'Apple AirPrint', 'Mopria (Android)', 'Cartouche PG-445\xa0Noir – 180 pages', 'Cartouche CL-446\xa0Couleur – 180 pages', 'Cartouche PG-445XL Noir – 400 pages', 'Cartouche CL-446XL Couleur – 300 pages', 'Cartouche PG-445CL-446 Multipack – 180 pages', 'Windows 7, 8, 8.1, 10', 'iOS, Android, Windows 10 Mobile', 'Imprimante tout-en-un PIXMA TS3140', 'Cartouches FINE', 'Cordon d’alimentation', 'CD-ROM d’installation (CD uniquement pour Windows)', 'Manuels et autres documentsCatégories\xa0:primante Jet d’encre,\xa0Imprimantes']",CANON  TS3140,NOIR.,ordinateurs-accessoires-informatique
Beexcellent Casque Gamer - Beexcellent GM-1 -  Retro-éclairage Led - Pc/PS4 - Rouge,16500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/00489/1.jpg?4901,Beexcellent,"['Modèle: GM-1', 'Diamètre du haut-parleur: 40 mm', 'Impédance Impédance 32 ohms ± 15%', 'Sensibilité: 105 dB + 3 dB à 1 kHz', 'Réponse en fréquence: 20 Hz à 15 kHz', 'Taille du microphone: 6,0 * 5,0 mm', 'Sensibilité du microphone: -38dB +- 3dB', 'Impédance du microphone: 2,2 kΩ', 'Direction: toutes les directions', 'Longueur de câble: env. ± 2,1 mètres. 15', 'Tension de fonctionnement LED: DC5V +- 5%', 'Le courant de fonctionnement est inférieur à 100 mA.', 'Prise casque: 3,5 mm (noyau) + USB (USB vers LED)', 'Pour: Ordinateur de bureau, tablette, ordinateur portable, PS4, XBOX One, smartphone, etc.', ""Dimensions de l'emballage:213mm x 200mm x 105mm."", 'Poids: environ 290g.', 'Couleur: Rouge']",GM-1,Rouge/Noir,ordinateurs-accessoires-informatique
Generic Support ventilé et Tablette pour Ordinateur - Noir,5900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/943121/1.jpg?6213,Generic,"['TAILLE (CMS): 37W x 26.5D x 33H', 'Vitesse du ventilateur: 700-1400 tr  min', 'Compatibilité: ordinateur portable 9 ""à 17"", écran large inclus', 'couleur noir', 'qualité bonne']",Support,Noir,ordinateurs-accessoires-informatique
Logitech Souris Sans Fil Logitech M185 ORIGINALE,13800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/83489/1.jpg?4899,Logitech,"['Hauteur: 99mm', 'Récepteur: USB', 'Piles: AA  12 mois', 'Nombres de bouton: 3', 'Types de connections: sans fil', 'couleur: noir(rouge ou gris)']",M185,Noire,ordinateurs-accessoires-informatique
"Mon Ami Monami Lot 12pcs marqueurs Sigmaflo pour tableau blanc, pointe ogive,encre liquide, noir",2565,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/964121/1.jpg?7340,Mon Ami,"['Marque : monami', 'Référence : SIGMAFLO', 'Couleur : Noir']",SIGMAFLO,Noir,ordinateurs-accessoires-informatique
"Lenovo IdeaPad - 256Go SSD - 4Go RAM - 15,6 Pouces HD - Dual Core",164900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/748121/1.jpg?7650,Lenovo,"['Affichage :\xa015.6 pouces', 'Taille du disque dur : 256Go SSD', 'RAM : 4Go', 'SE : Windows 10', 'Processeur :\xa0Intel Celeron', 'Nombre de ports USB\xa0: 2', 'Port Type C', 'WiFi, Bluetooth, Webcam, HDMI', 'Carte mémoire']",IdeaPad 1 15IGL7,Gris,ordinateurs-accessoires-informatique
Generic Hub USB 2.0 Micro Mini 4 ports haute vitesse pour ordinateur portable,3390,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/631021/1.jpg?7743,Generic,"['Nom du produit :\tMini concentrateur USB 2.0 à 4 ports', 'Taille :\t\t9.5*3.5CM', 'Lester :\t\t70 gpièces', ""Postuler à\xa0 :\t4 périphériques USB 2.0 ou 1.1 à n'importe quel ordinateur compatible USB 2.0"", 'Couleur :\xa0\tNoir']",HI-SPEED,Noir,ordinateurs-accessoires-informatique
Sheng Beier Sac pour ordinateur 14 pouces,11900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/34629/1.jpg?8200,Sheng Beier,"['Sac pour ordinateur portable Sheng Beier 14 pouces', ""Matériau : matériau en mousse à l'intérieur, rembourrage intérieur en fausse fourrure et tissu de haute qualité à l'extérieur."", 'Conception : comprend trois parties : un sac enveloppe, un sac anti-choc et une poche extérieure, tous les trois sacs ont une fermeture éclair.\xa0Il y a quatre paquets de cartes et un paquet de téléphone dans le sac enveloppe.', 'Ceinture : Une ceinture à main sur le côté et une bandoulière à l\'arrière.\xa0Bandoulière réglable : min.\xa030,8"" à 56,3"" max.', 'Taille: Le sac enveloppe mesure environ 10 pouces, le sac antichoc mesure environ 14 pouces et le sac arrière mesure environ 10 pouces.', 'Le sac est unisexe, adapté au sport, aux affaires, aux voyages, etc.\xa0Taille moyenne et portable, gardant votre téléphone portable, tablette, clés, etc.']",sac ordinateur,Noir,ordinateurs-accessoires-informatique
Package Sac à Bandoulière Package Pour Ordinateur 14 pouces Portable,9000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/33638/1.jpg?3452,Package,"['Matériau: tissu Oxford', ""Mode d'ouverture: fermeture éclair"", 'Avec ou sans doublure: oui', ""Structure interne du sac: sac à documents, Sac pour téléphone portable, Sac à\nfermeture éclair en mezzanine, Poche intérieure zippée, Instert de sac\nd'ordinateur"", 'Fonction: étanche', 'Fonction: respirant', ""Fonction: résistant à l'usure"", 'Fonction: soulagement de la charge', 'Fonction: résistance aux séismes', 'Sexe applicable: neutrepour hommes et femmes', 'Taille du sac: moyen', 'Style: sac à bandoulière', 'Dureté: moyen doux', 'Forme de valise: modèle vertical en forme carrée', 'Pièces de levage: poignée souple', 'Type de sac extérieur: poche Sandwich', 'Texture de la doublure: polyester', 'Nombre de bretelles: simple']",sac ordinateur,Noir,ordinateurs-accessoires-informatique
Generic Mini carte son externe USB 7.1 canaux Convertisseur adaptateur audio 3D,2900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/418101/1.jpg?4927,Generic,"['Adaptateur audio virtuel 7.1 canaux USB (le son 7.1 canaux concerne uniquement le système Windows)', ""Connecteurs: USB Type-A, prise de sortie stéréo, prise d'entrée microphone mono"", 'Touche Fonctions: Désactivation du microphone, Désactivation du son du haut-parleur, Augmenter le volume, Réduire le volume', 'Indicateurs LED: Statut du microphone en sourdine, Activité', 'Sans pilote - Aucun pilote requis pour la plupart des systèmes Windows,', 'Conforme à la spécification de classe de périphérique audio USB 1.0.', 'Conforme à la spécification de classe HID USB 1.1, à la spécification USB 2.0 à grande vitesse (12 Mbits  s).']",Convertisseur adaptateur audio,Noir,ordinateurs-accessoires-informatique
Generic Clé USB Flash Drive 128GB 2.0,10000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/486121/1.jpg?6346,Generic,"['Capacité de stockage : 128 Go', 'Couleur : Argent et Or', 'Interface : USB 2.0', ""Vitesse de transfert : jusqu'à 2400 Mos"", 'Taille du produit : 39mmx16mm']",Clé USB 128GB,"Argent, Or",ordinateurs-accessoires-informatique
"Generic Transmetteur Récepteur Audio Sans Fil Bluetooth 5.0,adaptateur USB Pour Musique Stéréo",3650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/171611/1.jpg?2201,Generic,"['Le KN321 ne mesure que 44mm (1.73 "") de diamètre et ne pèse que 18g (0.63oz), mais dispose de puissantes capacités de streaming audio sans fil. Glissez cet émetteur & récepteur dans votre sac à dos ou votre sac d\'ordinateur portable et emportez-le en déplacement sans le moindre effort.sans le moindre effort.', ""Mise sous tension:Appuyez et maintenez le bouton marchearrêt jusqu'à ce que la LED s'allume"", ""Arrêt:Appuyez et maintenez le bouton marchearrêt jusqu'à ce que la LED soit éteinte"", 'Chargement:Utilisez le chargeur DC-5V et le câble de chargement micro usb. Le voyant rouge est allumé pendant la charge. Lorsque la batterie est complètement chargée, la lumière bleue est allumée.', ""branchez une extrémité du câble audio dans l'entrée audio du haut-parleur et l'autre extrémité dans l'audio du KN321""]",Adaptateurs HDMI-VGA,noir,ordinateurs-accessoires-informatique
Generic Tapis de Souris Gel - Repose-Poignet - Support  Anti-Dérapant pour PC - Noir,2500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/96489/1.jpg?7032,Generic,"['Numéro de modèle MP-A0323', ""Poids de l'article 109 g"", 'Dimensions du produit 23,5 x 19,3 x 2,2 cm', 'Couleur 9 * 7.5 Pouces', 'Type de matériau Silicone', 'Taille 9 * 7.5 Pouces']",0.1,Noir,ordinateurs-accessoires-informatique
Lexar Disque Dur SSD interne 256 Go - Lexar NS100 - Noir,24900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/54551/1.jpg?5074,Lexar,"['Capacité\xa0: 256 Go', 'Format\xa0: 2,5\npouces', 'Interface\xa0:\xa0 SATA 6 Gos (SATA III)', 'Technologie du disque dur\xa0:\nSSD', 'Démarrage ordinateur: moins de 10 secondes', 'Lecture séquentielle en Mos\xa0:\nJusqu’à 520 Mos', ""Mettez à niveau votre\nordinateur portable ou de bureau pour des démarrages, des transferts de données\net des charges d'application plus rapides avec des vitesses de lecture pouvant\natteindre 550 Mo  s"", 'Résistant aux chocs et\naux vibrations sans pièces mobiles', 'Des performances plus\nrapides et plus fiables que les disques durs traditionnels\xa02', 'Recommandé pour\xa0:\nUsage quotidien, Usage professionnel, Jeux']",NS100,noir,ordinateurs-accessoires-informatique
Lenovo 65W 20V 3.25A Laptop/PC Portable Chargeur Pour  Lenovo Thinkpad,12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/60799/1.jpg?1996,Lenovo,"['IBM Lenovo 65W 20V 3.25A Remplacement Alimentation Laptop', 'PC Portable AdaptateurChargeur Pour IBM Lenovo Thinkpad']",lenovo,noir,ordinateurs-accessoires-informatique
TP-Link TP Link Clé USB Wi-Fi  N150 Mbps - Noir,8500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/60099/1.jpg?3709,TP-Link,"['Design compact miniature pour être brancher sur un port USB', 'Débit Wi-Fi de 150 Mbps idéal pour le flux vidéo HD, flux voix et les jeux en ligne', 'Mode SoftAP - Transformez une connexion Internet câblé à un ordinateur en un hot spot Wi-Fi', 'Prise en charge des sécurités 64128 WEP, WPA WPA2, WPA-PSKWPA2-PSK(TKIPAES)', ""Connexion en un temps record avec l'utilitaire de configuration ultra simple""]",TL-WN725N,Noire,ordinateurs-accessoires-informatique
Generic Tapis pour PC - Jeu - Surface Lisse Antidérapant - 900 x 400 mm - PSG,12500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/95881/1.jpg?1052,Generic,"['Matériel: tissu microfibre et silicone', 'Style: Chauffé', 'Epaisseur: 2 mm (en sotck)  3 mm  4 mm  5 mm', 'Taille: 18 * 21 cm, 16 * 26 cm, 19 * 29 cm, 20 * 20 cm ou personnalisé', 'Coupe ronde, carré']",Excel,Bleu,ordinateurs-accessoires-informatique
DELL Sac D'ordinateur Dell Portable Multipoches 13 pouces,8000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/508001/1.jpg?3714,DELL,"['Couleur: Noir', 'Matériel: Fausse fourrure, PU', 'Sangle: Sangles non convertibles, Bretelles ajustées', 'Capacité: Ordinateur portable 13 pouces', 'Structure des sacs: Poche pour téléphone portable, Poche intérieure à fente', 'Dureté: Doux']",sac ordinateur,Noir,ordinateurs-accessoires-informatique
Acer Chargeur Acer 19.5v 2.37A 3.0*1.1,12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/49699/1.jpg?4536,Acer,"['chargeur Acer 19v 2.37', 'Acer Chromebook 11 13 14 15 A13-0', 'Acer Aspire R 13 R 14 R13 R14 R5-471T R7', 'Part Number A13-045N2A AK.045AP.061, AK.045AP.075', 'NTSwitch Alpha 3 5 12 SA5-271 SA5-271P Travelmate Spin B1 B118-G2-R B118-G2-RN']",0,noire,ordinateurs-accessoires-informatique
Golden Memory Disque Dur SSD SATA-interne - 512 Go,41500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/243121/1.jpg?8760,Golden Memory,"['Capacité : 512 Go', 'Cache : 128 MB', 'Format : 2,5 pouces', 'Interface :\xa0 SATA 6 Gos (SATA III)', 'Flash type : MLC NAND Flash', 'Technologie du disque dur : SSD', 'Démarrage ordinateur : moins de 10 secondes', 'Lecture séquentielle en Mos : Jusqu’à 500 Mos', 'Ecriture séquentielle en\xa0 Mos : Jusqu’à 300 Mos', 'Temps de réponse : 0.2ms', ""Mettez à niveau votre ordinateur portable ou de bureau pour des démarrages, des transferts de données et des charges d'application plus rapides avec des vitesses de lecture pouvant atteindre 510 Mo  s"", 'Résistant aux chocs et aux vibrations sans pièces mobiles', 'Des performances plus rapides et plus fiables que les disques durs traditionnels', 'Recommandé pour : Usage quotidien, Usage professionnel, Jeux']",Golden Memory SSD,Noir,ordinateurs-accessoires-informatique
Generic Mini Clavier QWERTY Ergonomique sans Fil avec Touchpad,7500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/66289/1.jpg?8165,Generic,"[""Voltage d'opération: 3.3V"", '78 channels', 'SANS FIL', 'Portée 10 mètre', 'Batterie rechargeable', 'Rétroéclairage', ""Plug\xa0 and Play pas nécessité d'installer un logiciel"", 'Récepteur sans fil USB 2.4ghz', 'Couleur noire', 'Dimension: 147mm x 97mm x 18mm']",14x9,Noire,ordinateurs-accessoires-informatique
TP Link Répéteur WiFi / Point d'accès WiFi 4 (N 300 Mbps) - Port Ethernet,21850,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/614121/1.jpg?9850,TP Link,"[""Le mode répéteur améliore le signal sans fil jusqu'alors des zones inatteignables ou difficiles à câbler"", 'De taille réduite, il est conçu pour une utilisation sur prise murale = facile à déployer et à déplacer', ""Etend aisément la couverture réseau d'un simple appui sur le bouton RE du répéteur"", 'Le port Ethernet permet de relier filairement le répéteur à une console de jeux ou TV Connectée', ""Compatible avec toutes les box du marché, et routeurspoints d'accès WiFi"", ""Tether App permet un accès facile à la gestion réseau via n'importe quel appareil mobile"", 'La fonction de commande DEL comprend un mode nuit pour un sommeil paisible']",TL-WA850RE,blanc,ordinateurs-accessoires-informatique
Unbrand Amplificateur Booster Extension Wifi 1200mbps blanc,23400,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/800401/1.jpg?3283,Unbrand,"[""Ce répéteur wifi 1200Mbps dual-bande est conçu pour facilement étendre la portée et améliorer la force du signal d'un réseau sans fil existant et éliminer les «zones mortes»."", ""Haute vitesse de transmission jusqu'à 1200Mbps (300Mbps à 2.4Ghz, 867Mbps à 5Ghz).\xa0 Vous pourrez profiter du surf internet rapidement et librement."", 'Cet répéteur bi-bande répéteur wifi déploie 4 pièces antennes externes qui peuvent fournir stable et fort signal sans fil.', 'Ce répéteur prend en charge 2 modes de fonctionnement: AP et Répéteur.\xa0 Vous pouvez configurer en fonction de vos besoins.', 'Facile a installer en quelques minutes seulement.']",répéteur,Blanc,ordinateurs-accessoires-informatique
Toshiba Clé USB - 16Go - Blanc,4600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/55529/1.jpg?4516,Toshiba,"['Type de produit \u200e:\u200e Clé USB', 'Mémoire de stockage \u200e:\u200e 16 Go', 'Interface \u200e:\u200e USB 2.0', 'Compacte pour se glisser dans la poche', 'Poids : 0.02Kg']",clé usb toshiba,Blanc,ordinateurs-accessoires-informatique
"Generic Pack d'encres pour Imprimante  HP / Canon / Epson /- Noir, Jaune, Bleu, Rouge",9000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/72104/1.jpg?9595,Generic,"['Brand nouveau', ""Nom du produit: Kits de remplacement de cartouches d'encre"", 'Couleur: rouge, noir, jaune, bleu', 'Capacité: 100ML  Bouteille', ""Modèles applicables: compatible avec toutes les imprimantes à jet d'encre pouvant être rechargées avec les cartouches d'encre ou l'encre avec le système d'alimentation en encre continue pour Canon, HP, etc."", ""Dispositif de remplissage d'encre: seringues"", 'Durée de conservation: environ 3 ans (les produits non ouverts doivent être stockés à température ambiante)']",Encre impression,"Noir, Jaune, Bleu, Rouge",ordinateurs-accessoires-informatique
Generic Double Bande 1200mbps Sans Fil USB Wifi Adaptateur Réseau,8088,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/282711/1.jpg?8679,Generic,"['Chipset: Realtek 8812au', 'Débit maximum: 1200Mbps', 'Aérien: antenne fixe 2 * 2dB', 'Interface: USB3.0 interférer', 'Fréquence: 2.4GHz  5.8GHz', ""Vitesse de Transmission: 2.4G jusqu'à 300Mbps et 5.8G jusqu'à 867Mbps""]",USB Network Adapters,Jaune,ordinateurs-accessoires-informatique
Generic Modem Mobile Wifi Pro Compatible Tous les Opérateurs Réseau - Blanc,22900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/632021/1.jpg?6963,Generic,"['Vitesse de Transmission : 150Mbps', ""Type d'interface : USB"", 'Version : édition internationale', 'Connexion : 3G4G5G LTE', 'Fonctionne avec toutes les SIM', 'Batterie : 3000mAh', '12 Utilisateurs']",HW52 Pro,Blanc,ordinateurs-accessoires-informatique
Generic Power Bank charge rapide 10000 mAh 4 câbles - Noir,5900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/088601/1.jpg?8357,Generic,"['Modèle: wuw-U39', ""Matériel: alliage d'aluminium"", 'Capacité: 10000mA.h', ""Interface d'entrée: Micro USB"", 'Sortie USB: 2 USB (USB-A)', 'Dimensions: 135 * 65 * 25 mm', 'Couleur: noir  blanc']",0.5,Noir,ordinateurs-accessoires-informatique
Generic Professionel Sleeve 15 - housse d'ordinateur portable,7110,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/78389/1.jpg?6587,Generic,"['Type de sacoche Housse', 'Compatibilité de taille 15""', 'Catégorie de couleur Gris', 'Sangle de transport Poignée', ""Contenu de l'emballage:1 PC\xa0Épaule Sac""]",sac ordinateur,N/A,ordinateurs-accessoires-informatique
Generic Sac A Dos A Port USB - Rouge,4990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/849301/1.jpg?9702,Generic,[],BA004,Gris,ordinateurs-accessoires-informatique
TP-Link Clé Wifi Puissante N300 Mbps,13000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/01089/1.jpg?4384,TP-Link,"['Une fois branchée, elle peut être laissée dans le port USB d’un ordinateur portable. Profitez du Wifi stable partout où vous en avez besoin.', 'Vitesse Wi-Fi jusqu’à 300 Mbps idéale pour la vidéo HD fluide, la transmission vocale et les jeux en ligne.', 'Prise en charge de Windows 108.187XP,\xa0 Apple, Linux. Une interface utilisateur conviviale sur un CD pour une installation simple.', 'En appuyant sur le bouton WPS, connectez le TL-WN823N au réseau Wi-Fi sans saisir un mot de passe complexe, et restez protégé avec sécurité fiable.', 'Prend en charge les protocoles WEP, WPA, PA2  WPA-PSK  WPA2-PSK 64128 (TKIP  AES)']",TL-WN823N,Noire,ordinateurs-accessoires-informatique
Generic Mini Clavier Sans Fil avec Souris - Noir,8900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/73489/1.jpg?7454,Generic,"['Type: Clavier sans fil, Clavier multimédia', 'Interface: Bluetooth sans fil', 'Alimentation du clavier: 2 piles AAA', 'Compatibilité: Ordinateurs de bureau, ordinateurs portables et tablettes', 'Matériel: plastique ABS', 'Tension de fonctionnement: 3V', 'Tension de fonctionnement: 4mA', ""Distance de fonctionnement: jusqu'à 10 mètres (classe 2 à classe 2)"", 'Puissance de sortie RF: 4dBm Max (Classe 2)', 'Configuration requise: Windows XP  7810  Vista  , pour ipad pro (9.7  12.9)  mini 1234 et autres tablettes.', 'Dimensions du clavier: (11,22 x 4,72 x 0,78) "" (28,5 x 12 x 2) cm (L xlxh)']",mini clavier et souris sans fil,Noir,ordinateurs-accessoires-informatique
D-Link Point d'accès Wi-Fi N300 - Open Source DAP-1360,22800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/60099/1.jpg?3710,D-Link,"['Normes Wi-Fi\xa0: Wireless N ;', 'Vitesse : 300 Mbps 2.4 GHz ;', ""Types d'antennes\xa0: 2 antennes fixes omnidirectionnelles ;"", 'Interface filaire\xa0: 1 x Fast Ethernet LAN ;', 'Wireless modes\xa0: Access Point (AP).']",DAP-1360,Noire,ordinateurs-accessoires-informatique
Generic Table d'ordinateur portable réglable multi fonctionnelle avec tapis de souris et refroidisseur - Noir,19900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/75489/1.jpg?3985,Generic,"['Pliable et portable.', 'Poids : Environ 0,2 kg.', 'La couleur : noire.', 'Grand ventilateur de refroidissement USB.', ""Matériau : Alliage d'aluminium et fer."", 'Dimensions pliée : 42 x 26 x 50 cm.', 'Dimensions de la table ordinateur plié : 53 x 26 x 5 cm.', 'Dimensions du tableau de souris : 18 x 16 cm.', 'Charge maximale : 17 kg.', 'Angle réglable de bureau : 360 degrés', 'Ordinateur applicable : inférieur à 17 pouces', 'Approprié : pour Adultes, enfants sur le lit, sofa, planche, table, tapis, pré.']",0.9,Noir,ordinateurs-accessoires-informatique
Generic Support tapis de souris anti-dérapant et confortable pour ordinateur,2550,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/29639/1.jpg?2071,Generic,"['Nom de marque tc2i', 'Numéro de modèle MP-A0323', ""Poids de l'article 109 g"", 'Dimensions du produit 23,5 x 19,3 x 2,2 cm', 'Couleur 9 * 7.5 Pouces', 'Type de matériau Silicone', 'Taille 9 * 7.5 Pouces']",t 2,NA,ordinateurs-accessoires-informatique
