Nom,prix,link,marque,Description,modele,couleur,cathegorie,identification,file_name
Siccoo Tablette 4G - Dual SIM - Rom 16Go - RAM 2Go - Caméra 5 Mégapixels -,35900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/667/1.jpg?3542,Siccoo,"['Ecran 7 Pouces', 'Appareil photo arrière:5 mégapixels', 'Mémoire RAM\xa0: 1Go', 'Mémoire interne\xa0ROM\xa0: 16Go', 'Wifi', 'Type de produit :Tablette', 'Marque : SICCOO']",Tablette Siccoo - 4G - Double SIM -Rom 16Go - RAM 2Go- wifi - Bluetooth - Caméra 5 Mégapixels -,A/A,telephone-tablette,6121,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6121_Siccoo_Tablette_4G_-_Dual_SIM_-_Rom_16Go_-_RAM_2Go_-_Cam_ra_5_M_gapixels_-.jpg
Generic Oreillettes sans fil p47 pour casque Bluetooth,7600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/42739/1.jpg?7483,Generic,"['Fonctionnalités:', '1. sans logo ni texte sur le boîtier de charge', '2. Fenêtre contextuelle pour IOS', '3. Prise en charge du changement de nom et de la localisation GPS.', ""4. L'appel binaural, les écouteurs gauche et droit peuvent être utilisés séparément."", '5. Paire automatique  connexion automatique.', ""6. Aucune lumière LED lors de l'utilisation."", '7. Bouton de commande tactile multifonction.', '8. Son stéréo et basse Hifi.']",P47,N/A multicolore,telephone-tablette,6122,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6122_Generic_Oreillettes_sans_fil_p47_pour_casque_Bluetooth.jpg
Tecno T301- Dual Sim- RAM 4 Mo - ROM 4 Mo -noir / Doré,13020,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/72089/1.jpg?8678,Tecno,"['Type de produit : Téléphone portable', 'Ecran \u200e:\u200e 2.4""', 'Nombre de cartes SIM : 2', ""Mémoire utilisateur : 64 Mb, extensible jusqu\u200e\u200e'\u200e\u200eà 8 GB via MicroSD"", 'Appareil photo \u200e:\u200e 2 mégapixels', 'Connectivité \u200e:\u200e Bluetooth 3.0 A2DP', 'Poids : 0.2kg', 'couleur noir ou dorée']",T301-,Doré/noire,telephone-tablette,6123,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6123_Tecno_T301-_Dual_Sim-_RAM_4_Mo_-_ROM_4_Mo_-noir___Dor_.jpg
Oraimo Câble de charge micro USB Oraimo - Garantie 265 Jours,990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/72263/1.jpg?7912,Oraimo,"['Marque : Oraimo', 'Modèle : OCD-M104', 'Type de câble : Câble micro USB', 'Vitesse de charge : Charge rapide', 'Longueur : 1m', 'Production : 5V  2A', ""Poids de l'article: 44,9 g""]",Cable,Noir,telephone-tablette,6124,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6124_Oraimo_C_ble_de_charge_micro_USB_Oraimo_-_Garantie_265_Jours.jpg
"Generic Casque P9 Bluetooth sans Fil , Carte SD ,Mp3",7450,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/373121/1.jpg?4750,Generic,[],Generic Casque P9,Blanc,telephone-tablette,6125,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6125_Generic_Casque_P9_Bluetooth_sans_Fil___Carte_SD__Mp3.jpg
"Tecno POP 7 Pro - 4G - Ecran 6.6"" - Ram 3Go - ROM 64Go - Batterie 5000mAh - Noir",65000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/466121/1.jpg?1949,Tecno,"['TECNO POP 7 Pro', 'Mémoire 64GB – RAM 3 – Photo 13Mpx – Ecran 6.56″', 'Appareil photo Dual IA de 13 MP', '5 000 mAh Type-C', 'Grande mémoire', 'Empreintes digitales à l’arrière', 'Design tendance', 'Hauteur : 163,86 mm', 'Largeur : 75,51 mm', 'Épaisseur : 8,9 mm', 'Android 12', 'Quad-Core', '720*1612', 'Écran HD+ Dot Notch de 6,6 po', 'Appareil photo avant avec double flash de 5 MP', 'Appareils photo arrière IA avec double flash de 13 MP', 'Réseau et connectivité; GPS ; Wi-Fi; FM; OTG; bluetooth', 'Appareil photo et interface: Appareil photo avant avec double flash de 5 MP; Appareils photo arrière IA avec double flash de 13 MP', 'Détecteur: Détecteur G; Empreintes digitales; Le capteur de lumière ambiante et de distance', 'Dimensions 163,9 x 75,5 x 8,9 mm (6,45 x 2,97 x 0,35 pouces)', 'Construire Façade en verre, dos en plastique, cadre en plastique', 'Simulateur Double SIM (Nano-SIM, double veille)']",Tecno Pop 7 Pro,Noir,telephone-tablette,6126,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6126_Tecno_POP_7_Pro_-_4G_-_Ecran_6.6__-_Ram_3Go_-_ROM_64Go_-_Batterie_5000mAh_-_Noir.jpg
Bat Music Ecouteurs Bat Music - Bluetooth - Noir,7110,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/713121/1.jpg?7264,Bat Music,"['Produit Encourages Bat Music', 'Marque Bat Music', ""Alimentation de charge: alimentation DC5V [interface d'éclairage] (port USB d'ordinateur, chargeur de téléphone portable, chargeur de voiture)"", 'Musique limpide', 'Couleur Noir', 'Qualité Bonne']",58000,Noir,telephone-tablette,6128,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6128_Bat_Music_Ecouteurs_Bat_Music_-_Bluetooth_-_Noir.jpg
Samsung Coque de fente pour carte A23 - Bleu,10000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/293811/1.jpg?1405,Samsung,"['Compatibilité : Galaxy A23', 'Porte-cartes pratique', 'Doux mais robuste', 'Type : couvercle de fente pour carte', 'Couleur : Bleu']",Samsung Galaxy A23,Bleu,telephone-tablette,6129,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6129_Samsung_Coque_de_fente_pour_carte_A23_-_Bleu.jpg
Oraimo Chargeur Fast Charging avec Câble Iphone - CU-60ARL,2900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/173021/1.jpg?4923,Oraimo,"['rapidité', 'sécurité', 'durabilités', 'efficace', 'et fiable', 'Entrée : 110 – 230v Sortie : 5V 2A']",ndsnegn,blanc,telephone-tablette,6130,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6130_Oraimo_Chargeur_Fast_Charging_avec_C_ble_Iphone_-_CU-60ARL.jpg
Samsung Coque Alcantara Samsung S9+ - Bleu,13500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/990121/1.jpg?1363,Samsung,"['Un\nobjet de luxe entre vos mains', 'Elégance robuste', 'Antichoc', 'Discrètement emballé et bien protégé', 'Doux au toucher', ""A l'abri des chocs"", 'Couleur : Bleu', 'Modèle : Samsung S9+']",Samsung Galaxy S9+,Bleu,telephone-tablette,6131,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6131_Samsung_Coque_Alcantara_Samsung_S9__-_Bleu.jpg
Samsung Pochette Samsung S20 Ultra Etui Led View - Noir,33000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/951811/1.jpg?1464,Samsung,"['Contrôle de la\nlumière simple et pratique', 'Les choses\nimportantes rapidement à portée de main', 'Protection\nconfortable', 'Modèle : Samsung S21 Ultra', 'Couleur : Noir']",Samsung Galaxy S20 Ultra,Noir,telephone-tablette,6133,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6133_Samsung_Pochette_Samsung_S20_Ultra_Etui_Led_View_-_Noir.jpg
Samsung Etui Led View pour Galaxy S10e - Noir,10000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/7011/1.jpg?2785,Samsung,"['Protection devant et derrière', 'Réception de notification', 'Contrôle des appels (Décrocher et Raccrocher)']",EF-NG970,Noir,telephone-tablette,6134,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6134_Samsung_Etui_Led_View_pour_Galaxy_S10e_-_Noir.jpg
Samsung Galaxy Watch 5 Pro Bluetooth 45mm - Noir,350000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/564911/1.jpg?2648,Samsung,"['Réseau  Bearer : Wifi  Bluetooth', 'Résolution : 450 x 450', ""Taille (Afficheur Principal) : 1.4'' pouces"", 'Processeur : Dual-core 1.18 GHz', 'Ram : 1.5 Go', 'Mémoire : 16 Go', ""Détecteurs Capteurs :\xa0Accéléromètre , Baromètre\n, Capteur d'analyse d'impédance bioélectrique , Capteur cardiaque électrique ,\nCapteur gyroscopique , Capteur géomagnétique , Capteur de lumière , Capteur de\nfréquence cardiaque optique"", 'Capacité Batterie : 590 mAh', ""Autonomie : Jusqu'à\xa080 Heures""]",Galaxy Watch 5 Pro,Noir,telephone-tablette,6136,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6136_Samsung_Galaxy_Watch_5_Pro_Bluetooth_45mm_-_Noir.jpg
Generic Casque Bluetooth de Sport écouteurs Sans Fil rechargeable autour du coup,6000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/374811/1.jpg?8308,Generic,"['Connectivité Bluetooth sans fil pour une utilisation pratique', 'Design autour du coup pour une grande liberté de mouvement', 'Batterie rechargeable pour une autonomie prolongée', ""Conception résistante à la sueur et à l'eau pour une utilisation pendant les activités sportives"", 'Microphone intégré pour les appels mains libres', 'Boutons de commande pour un accès facile aux fonctions de lecture']",Casque Bluetooth coup,Noire,telephone-tablette,6137,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6137_Generic_Casque_Bluetooth_de_Sport__couteurs_Sans_Fil_rechargeable_autour_du_coup.jpg
Samsung Ecouteur Samsung Type Jack,7000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/822201/1.jpg?2384,Samsung,"['Finition aluminium', 'Expérience sonore\xa0 optimisée sans distorsion', '2 haut-parleurs de 8 et 11mm', 'Avec boutons de commande intégrés', 'Son parfaitement équilibré grâce aux deux enceintes']",EO-IA500BBEGWW,NOIR,telephone-tablette,6138,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6138_Samsung_Ecouteur_Samsung_Type_Jack.jpg
Samsung Coque Alcantara Samsung S9 - Noir,13500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/990121/1.jpg?1305,Samsung,"['Un\nobjet de luxe entre vos mains', 'Elégance robuste', 'Antichoc', 'Discrètement emballé et bien protégé', 'Doux au toucher', ""A l'abri des chocs"", 'Couleur : Noir', 'Modèle : Samsung S9']",Samsung Galaxy S9,Noir,telephone-tablette,6139,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6139_Samsung_Coque_Alcantara_Samsung_S9_-_Noir.jpg
Generic Smart Watch T55 PRO MAX + Écouteurs Bluetooth sans fil + Bracelet Offert - Blanc,10990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/562211/1.jpg?8320,Generic,"['T55 PRO MAX', 'PREMIÈRE FOIS DANS UN AFFICHAGE DE 1,75 pouce ET FONCTIONNEMENT DE LA TOUCHE DÉROULANTE', 'Série 7 Bonne qualité de fonctionnement du bouton de défilement', '# 45mm', 'Résolution de 320× 385 pixels Supporte les appels Bluetooth', '# Autres caractéristiques', '- Rappel de sédentarité', '- 3 styles de menu différents', '- Moniteur de sommeil', '- Réglage de la luminosité', '- Batterie 220 mah', ""Autonomie en veille jusqu'à 24 heures"", 'Moniteur de rythme cardiaque', 'Appeler', 'Musique BT  caméra BT', 'Notification des médias sociaux', '2 heures pour une charge complète', '-ECGSédentaire', 'Mode multi-sports', 'Chargement magnétique à 2 broches', 'Bluetooth push Sms, Facebook whatsapp etc.']",T55 Pro Max,Blanc,telephone-tablette,6140,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6140_Generic_Smart_Watch_T55_PRO_MAX____couteurs_Bluetooth_sans_fil___Bracelet_Offert_-_Blanc.jpg
Generic HW3  montre intelligente NFC Bluetooth appel plein écran tactile sport Fitness montre IP67 étanche Android iOS - Noir,50000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/427911/1.jpg?3075,Generic,"['forme : circulaire', 'bluetooth : V5.2.', 'étanche : IP67.', 'capacité de la batterie : 250mAh.', ""Nom de l'application : Wearfit Pro"", 'Strap : Silicone', 'Écran tactile 1.32 pouces, résolution 240*240', 'Haut-parleur et microphone intégrés\xa0Personnalisez les cadrans de la montre,', '3 styles de menu\xa0Moniteur de fréquence cardiaque et de pression artérielle\xa0Modes multisports', 'Fonction portefeuille et cartes de visite\xa0NFC multifonction, assistant vocal']",HW3,Noir,telephone-tablette,6141,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6141_Generic_HW3__montre_intelligente_NFC_Bluetooth_appel_plein__cran_tactile_sport_Fitness_montre_IP67__tanche_Android_iOS_-_Noir.jpg
Oraimo Chargeur Oraimo Fast Charging avec Câble Iphone - CU-60ARL,4410,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/52139/1.jpg?3283,Oraimo,"['rapidité', 'sécurité', 'durabilités', 'efficace', 'et fiable', 'Entrée : 110 – 230v Sortie : 5V 2A']",CU-60AR,noire,telephone-tablette,6142,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6142_Oraimo_Chargeur_Oraimo_Fast_Charging_avec_C_ble_Iphone_-_CU-60ARL.jpg
Fashion Bracelet Silicone 20mm Samsung Galaxy Watch 5 40mm 44mm/ Galaxy Watch 5 Pro 45mm/ Watch 4 40mm 44mm/ Watch 4 Classic 42mm 46mm / Watch 3 41 mm - Gris Sidéral,15000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/470121/1.jpg?7484,Fashion,"['Nom du produit : Bracelet\nde montre en silicone', 'Compatible pour Samsung Galaxy Watch 5 40mm 44mm', 'Compatible pour Samsung Galaxy Watch 5 Pro 45mm', 'Compatible pour Samsung Galaxy Watch 4 40mm 44mm', 'Compatible pour Samsung Galaxy Watch 4 Classic 42mm 46mm', 'Compatible pour Samsung Galaxy Watch 3 41mm', 'Couleur\xa0: Gris Sidéral', 'Type de matériau\n: Silicone', 'Type : sport', 'Longueur du\nbracelet : Courte longueur : 96mm ; Longue longueur : 126mm', ""Contenu de\nl'emballage : 1 bracelet de montre (montre non incluse)"", 'Style : Mode', 'Caractéristique :\nClassique', 'Utilisation : La\nvie quotidienne']",Samsung Galaxy Watch,Gris Sidéral,telephone-tablette,6143,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6143_Fashion_Bracelet_Silicone_20mm_Samsung_Galaxy_Watch_5_40mm_44mm__Galaxy_Watch_5_Pro_45mm__Watch_4_40mm_44mm__Watch_4_Classic_42mm_46mm___Watch_3_41_mm_-_Gris_Sid_ral.jpg
Redmi Note 10 Pro Max – Ecran 6.67″ - ROM 128GB - RAM 6GB - Caméra 108MP - darknight,174000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/751611/1.jpg?6093,Redmi,"['Type Produit : Smartphone', 'Marque : Redmi', 'Modèle : Note 10 Pro Max', 'RAM : 6GB', 'ROM : 128GB', 'SIM : Double SIM', 'Caméra principale :\xa0 108Mégapixels', 'Caméra secondaire : 20 Mégapixels', 'Bluetooth : OUI', 'GPS : OUI', 'USB : OUI', 'Batterie : 6000mAh']",Note 10 Pro Max,AN,telephone-tablette,6144,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6144_Redmi_Note_10_Pro_Max___Ecran_6.67__-_ROM_128GB_-_RAM_6GB_-_Cam_ra_108MP_-_darknight.jpg
Redmi XIAOMI REDMI 12 – Mémoire 256 Go – RAM 8 Go – Photo 50mp : 5000 mAh - noir,230000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/057121/1.jpg?5453,Redmi,"['Type Produit : Smartphone', 'Marque : Redmi', 'Modèle : redmi 12', 'RAM : 8GB', 'ROM : 256GB', 'SIM : Double SIM', 'Caméra principale :\xa0 50Mégapixel', 'Bluetooth : OUI', 'GPS : OUI', 'USB : OUI', 'Batterie : 5000mAh']",redmi 12,noir,telephone-tablette,6145,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6145_Redmi_XIAOMI_REDMI_12___M_moire_256_Go___RAM_8_Go___Photo_50mp___5000_mAh_-_noir.jpg
Nokia 105 (2017)  Dual Sim 1.8 In LED Mobile Phone-Black,16150,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/56089/1.jpg?6254,Nokia,"['Brand: Nokia', 'Model: Nokia 105 (2017)', 'Screen Size: 1.8 in', 'Card Slot: Dual card', 'Features：LED Torch']",105,Black,telephone-tablette,6146,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6146_Nokia_105__2017___Dual_Sim_1.8_In_LED_Mobile_Phone-Black.jpg
"Tecno Spark 10c - 6.6"" - ROM 128Go - RAM 4Go - Photo 50MP - 5000mAh- Garantie 12 Mois",76900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/72104/1.jpg?9414,Tecno,"['Caractéristiques et caractéristiques clés du Tecno Spark 10c', 'Écran LCD IPS de 6,52 pouces, 720 X 1600 pixels (269 ppp)', 'Android 9.0 (Pie), HIOS 5.5', '1 Go de RAM', 'Quad-core Mediatek MT6761 Helio A22', ""32 Go de stockage intégré, jusqu'à 128 Go de carte mémoire"", 'Caméra arrière 8MP', 'Caméra frontale 8MP', '4G LTE', ""Capteur d'empreinte digitale (monté à l'arrière)"", 'Batterie Li-Po non amovible 4000mAh']",Spark 10C,A/N,telephone-tablette,6147,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6147_Tecno_Spark_10c_-_6.6__-_ROM_128Go_-_RAM_4Go_-_Photo_50MP_-_5000mAh-_Garantie_12_Mois.jpg
Samsung Galaxy A04e - RAM 3Go - ROM 32Go - Bronze,59000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/363811/1.jpg?2645,Samsung,"['Type Produit : Smartphone', 'Marque : Samsung', 'Modèle : Galaxy A04', 'Taille écran : 6.5""', '4G', ""Résolution d'affichage : HD+ 720x1600 pixels"", 'RAM : 3Go', 'ROM : 32Go', 'Dual SIM', 'Processeur : Octa-core (2.3 GHz & 1.8 GHz)', 'Android 12, One UI Core 4.1', 'Caméra principale : 13MP + 2MP', 'Caméra secondaire (selfie) : 2MP Megapixels', 'GPS : OUI', 'Bluetooth : OUI', 'USB : OUI', 'Batterie : 5000mAh']",a04e,Bronze,telephone-tablette,6148,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6148_Samsung_Galaxy_A04e_-_RAM_3Go_-_ROM_32Go_-_Bronze.jpg
Nillkin Coque Iphone 15 Pro Max CamShield Pro - Qualité Prémuim - bleu,14900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/244121/1.jpg?1569,Nillkin,"['Protection Complète', 'Pochette Leger', 'Matériaux Haut De Gamme', 'Protection Modules Caméra', 'Modèle : Iphone 15 Pro Max', 'Couleur : Bleu', 'Incasable', 'Prise en main\xa0: Très agréable']",Iphone 15 Pro Max CamShield Pro,bleu,telephone-tablette,6149,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6149_Nillkin_Coque_Iphone_15_Pro_Max_CamShield_Pro_-_Qualit__Pr_muim_-_bleu.jpg
Itel Téléphones Itel A05s 4G – Mémoire 32 Go – RAM 2 Go – Photo 8 MP – Ecran 6.6 pouces,45000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/12999/1.jpg?8897,Itel,"['Type Produit : Smartphone', 'Marque : Itel', 'Modèle : A05s', 'RAM : 2GB', 'ROM : 32GB', 'SIM : Double SIM', 'Caméra principale : 5 Mégapixels', 'Caméra secondaire : 5 Mégapixels', 'Bluetooth : OUI', 'GPS : OUI', 'USB : OUI', 'Batterie : 3020mAh']",Téléphones Itel A05s 4G – Mémoire 32 Go – RAM 2 Go – Photo 8 MP – Ecran 6.6 pouces,Noir,telephone-tablette,6150,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6150_Itel_T_l_phones_Itel_A05s_4G___M_moire_32_Go___RAM_2_Go___Photo_8_MP___Ecran_6.6_pouces.jpg
Generic Chargeur Compatible - Secteur /USB pour iPhone - 10W  ou 12W - Blanc,2490,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/418101/1.jpg?6153,Generic,"['Type de produit : Chargeur Secteur', 'Type : USB', 'Couleur : Blanc', 'Compatible avec :\xa0 iPod, Apple Watch', 'Puissance : 10\xa0 ou 12 W']",CHARGEUR,Blanc,telephone-tablette,6151,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6151_Generic_Chargeur_Compatible_-_Secteur__USB_pour_iPhone_-_10W__ou_12W_-_Blanc.jpg
Generic Support Universel De Téléphone Voiture,2900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/169001/1.jpg?0224,Generic,"['support de montage pour voiture compatible avec la plupart des rétroviseurs', 'ajustement universel pour les appareils de 4 à 5,5 pouces (la largeur est comprise entre 40 mm et 80 mm)', ""avec un bouton de réglage d'angle, peut pivoter de 90 degrés à l'angle dont vous avez besoin"", 'Design agréable et élégant, facile à installer, aucun outil nécessaire', 'Ne gêne pas pour conduire la vue, conduite sûre sur la route.', 'La conception scientifique et raisonnable, évitez les touches de fonction du téléphone mobile et les trous de remplissage', 'Le support de montage de miroir réglable peut rencontrer un rétroviseur dont la largeur de 6 à 9 cm', 'Compatible avec: iPhone 6  plus 6S  Plus 5S 5C 4S, Samsung Galaxy S7  S6  edge, HTC, LG, Black Berry, Sony, Motorola, GPS et plus encore.']",S113,Black,telephone-tablette,6152,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\telephone-tablette\6152_Generic_Support_Universel_De_T_l_phone_Voiture.jpg
